,fips,year,num_ind,agi
0,54001,1993,62,582000
1,54001,1994,-64,-449000
2,54001,1995,-32,-711000
3,54001,1996,48,143000
4,54001,1997,16,406000
5,54001,1998,-24,275000
6,54001,1999,71,991000
7,54001,2000,-13,-95000
8,54001,2001,52,1014000
9,54001,2002,-59,-393000
10,54001,2003,-45,-430000
11,54001,2004,44,400000
12,54001,2005,-30,74000
13,54001,2006,-32,-148000
14,54001,2007,-37,-913000
15,54001,2008,-56,350000
16,54001,2009,-44,-804000
17,54001,2010,-19,-754000
18,54001,2011,98,1123000
19,54001,2012,11,-550000
20,54001,2013,51,915000
21,54001,2014,-106,-1663000
22,54001,2015,31,-117000
23,54001,2016,134,2500000
24,54001,2017,96,1292000
25,54001,2018,60,675000
26,54001,2019,-90,-705000
27,17031,1993,61910,1317916000
28,17031,1994,64795,1413881000
29,17031,1995,65215,1437511000
30,17031,1996,61304,1451748000
31,17031,1997,61246,1466684000
32,17031,1998,59521,1809026000
33,17031,1999,61838,1769141000
34,17031,2000,66437,1985827000
35,17031,2001,66528,1919039000
36,17031,2002,76001,2126011000
37,17031,2003,76250,1984680000
38,17031,2004,79267,2020344000
39,17031,2005,76221,1938596000
40,17031,2006,71333,1901724000
41,17031,2007,51791,1382206000
42,17031,2008,33431,924065000
43,17031,2009,21228,754984000
44,17031,2010,25058,906308000
45,17031,2011,25550,948139000
46,17031,2012,27314,870915000
47,17031,2013,40875,1804771000
48,17031,2014,45177,1836509000
49,17031,2015,30793,1655481000
50,17031,2016,55702,2772362000
51,17031,2017,86023,3202024000
52,17031,2018,54337,2584442000
53,17031,2019,46148,2795021000
54,17043,1993,-2382,11080000
55,17043,1994,-2889,-38494000
56,17043,1995,123,60934000
57,17043,1996,2827,98619000
58,17043,1997,1665,119198000
59,17043,1998,206,59795000
60,17043,1999,-176,50448000
61,17043,2000,4292,218740000
62,17043,2001,5080,353965000
63,17043,2002,6055,337538000
64,17043,2003,9033,389321000
65,17043,2004,7285,326899000
66,17043,2005,8420,340593000
67,17043,2006,8635,382788000
68,17043,2007,7184,373213000
69,17043,2008,3699,185699000
70,17043,2009,2556,166070000
71,17043,2010,1326,85097000
72,17043,2011,75,43584000
73,17043,2012,2962,231981000
74,17043,2013,1596,153353000
75,17043,2014,3455,235132000
76,17043,2015,2204,253160000
77,17043,2016,5420,472484000
78,17043,2017,7197,382951000
79,17043,2018,5862,544923000
80,17043,2019,5897,387569000
81,17041,1993,-119,-1381000
82,17041,1994,-10,450000
83,17041,1995,-12,169000
84,17041,1996,-90,-933000
85,17041,1997,-46,389000
86,17041,1998,-45,-1382000
87,17041,1999,34,570000
88,17041,2000,0,1413000
89,17041,2001,-115,-892000
90,17041,2002,-18,251000
91,17041,2003,118,1639000
92,17041,2004,-5,1463000
93,17041,2005,35,1785000
94,17041,2006,46,964000
95,17041,2007,25,-71000
96,17041,2008,49,1286000
97,17041,2009,122,1732000
98,17041,2010,38,-853000
99,17041,2011,207,3560000
100,17041,2012,22,1306000
101,17041,2013,-52,19000
102,17041,2014,95,1928000
103,17041,2015,68,2150000
104,17041,2016,57,397000
105,17041,2017,14,-86509000
106,17041,2018,83,3100000
107,17041,2019,-13,-323000
108,17039,1993,13,-392000
109,17039,1994,-81,-952000
110,17039,1995,25,327000
111,17039,1996,37,-335000
112,17039,1997,-70,-1928000
113,17039,1998,29,-115000
114,17039,1999,-13,-433000
115,17039,2000,8,-185000
116,17039,2001,34,236000
117,17039,2002,51,1038000
118,17039,2003,-131,-2010000
119,17039,2004,55,-342000
120,17039,2005,-38,-402000
121,17039,2006,-98,-1397000
122,17039,2007,12,-699000
123,17039,2008,-37,-392000
124,17039,2009,63,1216000
125,17039,2010,-54,-35000
126,17039,2011,36,-419000
127,17039,2012,-171,-3576000
128,17039,2013,-7,-3839000
129,17039,2014,41,-236000
130,17039,2015,41,1262000
131,17039,2016,-56,-1934000
132,17039,2017,72,3418000
133,17039,2018,-6,-866000
134,17039,2019,-72,-2040000
135,17037,1993,-777,-14261000
136,17037,1994,-1200,-16855000
137,17037,1995,-805,-10152000
138,17037,1996,-778,-12106000
139,17037,1997,-523,-8803000
140,17037,1998,-679,-7762000
141,17037,1999,-770,-8093000
142,17037,2000,-517,-8647000
143,17037,2001,-500,-6368000
144,17037,2002,-629,-7717000
145,17037,2003,-1033,-11500000
146,17037,2004,-1169,-21114000
147,17037,2005,-1786,-40809000
148,17037,2006,-1603,-32662000
149,17037,2007,-1015,-23992000
150,17037,2008,-292,-15156000
151,17037,2009,-73,-1046000
152,17037,2010,148,6057000
153,17037,2011,640,21503000
154,17037,2012,-202,-845000
155,17037,2013,316,15752000
156,17037,2014,-273,2783000
157,17037,2015,-59,-2771000
158,17037,2016,-190,5528000
159,17037,2017,-160,2896000
160,17037,2018,-514,-14713000
161,17037,2019,-406,2038000
162,17033,1993,-58,-508000
163,17033,1994,-113,-1360000
164,17033,1995,21,388000
165,17033,1996,-89,-600000
166,17033,1997,73,1080000
167,17033,1998,58,633000
168,17033,1999,-9,-26000
169,17033,2000,54,608000
170,17033,2001,5,524000
171,17033,2002,63,710000
172,17033,2003,40,351000
173,17033,2004,90,1392000
174,17033,2005,12,498000
175,17033,2006,-15,-3045000
176,17033,2007,26,300000
177,17033,2008,21,318000
178,17033,2009,-61,-723000
179,17033,2010,-26,-69000
180,17033,2011,31,652000
181,17033,2012,41,-972000
182,17033,2013,63,425000
183,17033,2014,-10,622000
184,17033,2015,-15,-359000
185,17033,2016,147,2926000
186,17033,2017,-24,-351000
187,17033,2018,60,709000
188,17033,2019,-33,-868000
189,17035,1993,-25,-137000
190,17035,1994,-44,-1706000
191,17035,1995,-43,-158000
192,17035,1996,5,-119000
193,17035,1997,39,543000
194,17035,1998,-39,3000
195,17035,1999,-24,93000
196,17035,2000,-57,-1049000
197,17035,2001,-2,-307000
198,17035,2002,30,604000
199,17035,2003,13,5592000
200,17035,2004,26,293000
201,17035,2005,21,-695000
202,17035,2006,-35,41000
203,17035,2007,-69,-859000
204,17035,2008,-32,-436000
205,17035,2009,44,137000
206,17035,2010,6,-627000
207,17035,2011,53,876000
208,17035,2012,128,2394000
209,17035,2013,-68,-933000
210,17035,2014,115,1711000
211,17035,2015,38,746000
212,17035,2016,-51,-1426000
213,17035,2017,13,-660000
214,17035,2018,93,1254000
215,17035,2019,-62,-494000
216,17001,1993,-188,-2116000
217,17001,1994,-177,-2471000
218,17001,1995,66,810000
219,17001,1996,114,764000
220,17001,1997,215,4263000
221,17001,1998,325,1961000
222,17001,1999,185,3830000
223,17001,2000,254,4784000
224,17001,2001,162,1097000
225,17001,2002,26,1279000
226,17001,2003,69,1132000
227,17001,2004,260,3008000
228,17001,2005,49,1178000
229,17001,2006,51,-1101000
230,17001,2007,249,4554000
231,17001,2008,131,1411000
232,17001,2009,-24,-987000
233,17001,2010,40,-1042000
234,17001,2011,-26,418000
235,17001,2012,-126,-4200000
236,17001,2013,-2,124000
237,17001,2014,14,-1666000
238,17001,2015,7,1208000
239,17001,2016,151,3042000
240,17001,2017,169,4376000
241,17001,2018,155,3520000
242,17001,2019,48,3331000
243,18183,1993,-147,-3723000
244,18183,1994,-199,-4059000
245,18183,1995,-113,-2169000
246,18183,1996,-99,-2565000
247,18183,1997,-54,-1446000
248,18183,1998,-214,-6639000
249,18183,1999,-252,-4896000
250,18183,2000,60,162000
251,18183,2001,-230,-3490000
252,18183,2002,-242,-2705000
253,18183,2003,-190,-5532000
254,18183,2004,-32,-3235000
255,18183,2005,-215,-5698000
256,18183,2006,-245,-2063000
257,18183,2007,-187,-8983000
258,18183,2008,-80,-6056000
259,18183,2009,-9,-1830000
260,18183,2010,-134,-4120000
261,18183,2011,103,3770000
262,18183,2012,135,-132000
263,18183,2013,-21,-1008000
264,18183,2014,-79,-2446000
265,18183,2015,-9,-1405000
266,18183,2016,54,1393000
267,18183,2017,-315,-10288000
268,18183,2018,-106,-7645000
269,18183,2019,-159,-7203000
270,18181,1993,-210,-2418000
271,18181,1994,-72,-1826000
272,18181,1995,-358,-4076000
273,18181,1996,-245,-2469000
274,18181,1997,46,-691000
275,18181,1998,-124,-433000
276,18181,1999,-74,-547000
277,18181,2000,39,-62000
278,18181,2001,-38,2184000
279,18181,2002,115,353000
280,18181,2003,173,2191000
281,18181,2004,36,1882000
282,18181,2005,156,2252000
283,18181,2006,79,1727000
284,18181,2007,189,3068000
285,18181,2008,-72,-1228000
286,18181,2009,163,2682000
287,18181,2010,-132,1455000
288,18181,2011,55,-175000
289,18181,2012,26,2266000
290,18181,2013,-82,-8143000
291,18181,2014,-122,-1718000
292,18181,2015,60,2984000
293,18181,2016,173,3541000
294,18181,2017,-272,-3723000
295,18181,2018,80,-853000
296,18181,2019,-52,-2744000
297,17005,1993,-128,-1793000
298,17005,1994,63,942000
299,17005,1995,-18,-190000
300,17005,1996,-31,460000
301,17005,1997,-22,-326000
302,17005,1998,28,-20000
303,17005,1999,48,916000
304,17005,2000,-29,-937000
305,17005,2001,-52,-1974000
306,17005,2002,-170,-2766000
307,17005,2003,-31,-671000
308,17005,2004,-56,-331000
309,17005,2005,-65,-2177000
310,17005,2006,-9,-1883000
311,17005,2007,-104,-875000
312,17005,2008,110,1314000
313,17005,2009,100,788000
314,17005,2010,-8,29000
315,17005,2011,-7,-424000
316,17005,2012,65,1555000
317,17005,2013,43,-948000
318,17005,2014,80,862000
319,17005,2015,186,2078000
320,17005,2016,-9,1166000
321,17005,2017,-170,-3439000
322,17005,2018,4,19000
323,17005,2019,67,1360000
324,17003,1993,-38,81000
325,17003,1994,61,675000
326,17003,1995,124,947000
327,17003,1996,92,1089000
328,17003,1997,33,782000
329,17003,1998,14,98000
330,17003,1999,111,1029000
331,17003,2000,-24,285000
332,17003,2001,75,572000
333,17003,2002,61,530000
334,17003,2003,115,1216000
335,17003,2004,78,743000
336,17003,2005,128,1277000
337,17003,2006,68,1073000
338,17003,2007,38,801000
339,17003,2008,50,2388000
340,17003,2009,83,429000
341,17003,2010,41,606000
342,17003,2011,76,936000
343,17003,2012,72,569000
344,17003,2013,118,2097000
345,17003,2014,8,467000
346,17003,2015,17,202000
347,17003,2016,114,1861000
348,17003,2017,110,2021000
349,17003,2018,43,535000
350,17003,2019,81,1250000
351,18177,1993,4,234000
352,18177,1994,259,2909000
353,18177,1995,32,1012000
354,18177,1996,507,7273000
355,18177,1997,242,3493000
356,18177,1998,255,3971000
357,18177,1999,221,4666000
358,18177,2000,296,5256000
359,18177,2001,182,-15000
360,18177,2002,107,1973000
361,18177,2003,278,3646000
362,18177,2004,369,6433000
363,18177,2005,321,5798000
364,18177,2006,540,8384000
365,18177,2007,239,5825000
366,18177,2008,442,7156000
367,18177,2009,188,2402000
368,18177,2010,175,2933000
369,18177,2011,97,1992000
370,18177,2012,162,2001000
371,18177,2013,68,-1139000
372,18177,2014,63,2226000
373,18177,2015,113,3308000
374,18177,2016,9,2841000
375,18177,2017,173,6181000
376,18177,2018,102,5344000
377,18177,2019,19,2842000
378,18175,1993,-236,-2672000
379,18175,1994,-31,-987000
380,18175,1995,-218,-2069000
381,18175,1996,-207,-1698000
382,18175,1997,-264,-4374000
383,18175,1998,-396,-5270000
384,18175,1999,-180,-765000
385,18175,2000,-67,-2279000
386,18175,2001,-138,-2031000
387,18175,2002,-120,-1909000
388,18175,2003,-6,941000
389,18175,2004,-30,584000
390,18175,2005,21,50324000
391,18175,2006,-34,125000
392,18175,2007,52,481000
393,18175,2008,21,3314000
394,18175,2009,123,2025000
395,18175,2010,-34,1022000
396,18175,2011,41,1209000
397,18175,2012,132,-440000
398,18175,2013,-45,-775000
399,18175,2014,-40,-324000
400,18175,2015,93,1631000
401,18175,2016,-70,541000
402,18175,2017,-234,-4785000
403,18175,2018,-139,-3393000
404,18175,2019,-4,-171000
405,18179,1993,-4,681000
406,18179,1994,23,-986000
407,18179,1995,-14,1557000
408,18179,1996,-86,-1709000
409,18179,1997,-219,-2846000
410,18179,1998,-145,-2021000
411,18179,1999,106,1551000
412,18179,2000,-33,2382000
413,18179,2001,10,732000
414,18179,2002,-66,-2629000
415,18179,2003,-86,-1919000
416,18179,2004,17,-881000
417,18179,2005,-35,-373000
418,18179,2006,-37,-754000
419,18179,2007,32,1263000
420,18179,2008,-38,-1451000
421,18179,2009,-11,-2038000
422,18179,2010,-81,-1258000
423,18179,2011,19,-1109000
424,18179,2012,-24,3284000
425,18179,2013,-219,-2806000
426,18179,2014,-262,-4273000
427,18179,2015,-93,387000
428,18179,2016,-61,636000
429,18179,2017,-143,370000
430,18179,2018,-148,-294000
431,18179,2019,31,1256000
432,17007,1993,-870,-12615000
433,17007,1994,-940,-17515000
434,17007,1995,-845,-19092000
435,17007,1996,-838,-15409000
436,17007,1997,-689,-19127000
437,17007,1998,-588,-21252000
438,17007,1999,-620,-44265000
439,17007,2000,-910,-24237000
440,17007,2001,-903,-25821000
441,17007,2002,-1217,-34173000
442,17007,2003,-1502,-37004000
443,17007,2004,-1657,-46965000
444,17007,2005,-1629,-36273000
445,17007,2006,-1538,-45882000
446,17007,2007,-1255,-41581000
447,17007,2008,-509,-18310000
448,17007,2009,48,-10096000
449,17007,2010,61,-9570000
450,17007,2011,-70,-6179000
451,17007,2012,-189,-15078000
452,17007,2013,-47,-1515000
453,17007,2014,-378,-5116000
454,17007,2015,-264,-7979000
455,17007,2016,-272,-5529000
456,17007,2017,-695,-16752000
457,17007,2018,-432,-22149000
458,17007,2019,-296,-15054000
459,17019,1993,2672,34416000
460,17019,1994,3453,46778000
461,17019,1995,892,17880000
462,17019,1996,857,23042000
463,17019,1997,1097,30075000
464,17019,1998,1929,42436000
465,17019,1999,1362,33512000
466,17019,2000,1160,35248000
467,17019,2001,1356,52044000
468,17019,2002,900,28077000
469,17019,2003,690,19944000
470,17019,2004,932,27587000
471,17019,2005,867,27680000
472,17019,2006,689,10360000
473,17019,2007,467,34464000
474,17019,2008,1573,51484000
475,17019,2009,315,32652000
476,17019,2010,844,26765000
477,17019,2011,1225,45508000
478,17019,2012,741,68932000
479,17019,2013,1361,61895000
480,17019,2014,1244,37783000
481,17019,2015,34,5197000
482,17019,2016,1121,67980000
483,17019,2017,3082,133566000
484,17019,2018,1502,60982000
485,17019,2019,968,56378000
486,17017,1993,12,737000
487,17017,1994,12,417000
488,17017,1995,25,3242000
489,17017,1996,-54,188000
490,17017,1997,-21,640000
491,17017,1998,-52,72000
492,17017,1999,114,2174000
493,17017,2000,204,3051000
494,17017,2001,105,1949000
495,17017,2002,88,1915000
496,17017,2003,10,65000
497,17017,2004,210,3419000
498,17017,2005,-7,-20000
499,17017,2006,134,3145000
500,17017,2007,-100,-161000
501,17017,2008,38,1060000
502,17017,2009,133,-215000
503,17017,2010,-57,1419000
504,17017,2011,49,1450000
505,17017,2012,59,2001000
506,17017,2013,93,2951000
507,17017,2014,164,2042000
508,17017,2015,-45,-287000
509,17017,2016,16,1466000
510,17017,2017,84,2427000
511,17017,2018,19,867000
512,17017,2019,20,1145000
513,17011,1993,1,2183000
514,17011,1994,-127,-32000
515,17011,1995,-74,-987000
516,17011,1996,76,1231000
517,17011,1997,-14,819000
518,17011,1998,112,2983000
519,17011,1999,90,2218000
520,17011,2000,8,1892000
521,17011,2001,95,4147000
522,17011,2002,-104,-1414000
523,17011,2003,18,1083000
524,17011,2004,3,139000
525,17011,2005,-4,2692000
526,17011,2006,-155,-47000
527,17011,2007,-110,-3285000
528,17011,2008,-18,5511000
529,17011,2009,-52,-1317000
530,17011,2010,123,4880000
531,17011,2011,123,1690000
532,17011,2012,124,4113000
533,17011,2013,-135,-2665000
534,17011,2014,174,3816000
535,17011,2015,120,3154000
536,17011,2016,-139,1587000
537,17011,2017,-203,-2858000
538,17011,2018,107,1834000
539,17011,2019,-35,733000
540,17009,1993,28,264000
541,17009,1994,44,427000
542,17009,1995,30,314000
543,17009,1996,-6,-234000
544,17009,1997,28,311000
545,17009,1998,-54,-888000
546,17009,1999,-68,-423000
547,17009,2000,6,-35000
548,17009,2001,7,-24000
549,17009,2002,47,436000
550,17009,2003,-14,-1000
551,17009,2004,46,673000
552,17009,2005,25,-30000
553,17009,2006,-43,-436000
554,17009,2007,69,1002000
555,17009,2008,1,32000
556,17009,2009,1,238000
557,17009,2010,15,570000
558,17009,2011,-3,-74000
559,17009,2012,29,1804000
560,17009,2013,-7,-19000
561,17009,2014,-5,305000
562,17009,2015,38,742000
563,17009,2016,-34,-734000
564,17009,2017,3,-294000
565,17009,2018,24,683000
566,17009,2019,10,314000
567,17015,1993,-72,-2028000
568,17015,1994,-165,-2315000
569,17015,1995,41,427000
570,17015,1996,-109,-1805000
571,17015,1997,-97,-2601000
572,17015,1998,-140,-1158000
573,17015,1999,24,1222000
574,17015,2000,35,-2893000
575,17015,2001,67,-893000
576,17015,2002,55,160000
577,17015,2003,-53,-2539000
578,17015,2004,35,-82000
579,17015,2005,62,400000
580,17015,2006,-31,-4439000
581,17015,2007,-17,-94000
582,17015,2008,83,-1456000
583,17015,2009,10,-612000
584,17015,2010,-49,-3978000
585,17015,2011,25,945000
586,17015,2012,27,-54000
587,17015,2013,-2,-1261000
588,17015,2014,73,801000
589,17015,2015,102,1668000
590,17015,2016,93,3755000
591,17015,2017,8,20000
592,17015,2018,4,-382000
593,17015,2019,-82,-1129000
594,17013,1993,8,178000
595,17013,1994,72,702000
596,17013,1995,19,216000
597,17013,1996,-59,-388000
598,17013,1997,58,473000
599,17013,1998,19,534000
600,17013,1999,4,64000
601,17013,2000,18,86000
602,17013,2001,31,284000
603,17013,2002,48,730000
604,17013,2003,-56,-1343000
605,17013,2004,-7,-403000
606,17013,2005,31,240000
607,17013,2006,-14,-239000
608,17013,2007,-10,-26000
609,17013,2008,-2,45000
610,17013,2009,9,228000
611,17013,2010,-1,-51000
612,17013,2011,18,561000
613,17013,2012,26,372000
614,17013,2013,-7,-167000
615,17013,2014,0,0
616,17013,2015,0,0
617,17013,2016,0,0
618,17013,2017,-51,-1159000
619,17013,2018,38,1056000
620,17013,2019,102,2363000
621,18163,1993,191,13489000
622,18163,1994,221,9666000
623,18163,1995,786,14326000
624,18163,1996,384,16910000
625,18163,1997,521,12330000
626,18163,1998,724,15831000
627,18163,1999,81,1611000
628,18163,2000,715,20753000
629,18163,2001,503,27742000
630,18163,2002,138,4648000
631,18163,2003,202,8918000
632,18163,2004,382,25092000
633,18163,2005,447,15761000
634,18163,2006,398,38516000
635,18163,2007,552,17028000
636,18163,2008,816,20540000
637,18163,2009,89,11183000
638,18163,2010,262,6783000
639,18163,2011,106,12776000
640,18163,2012,65,9214000
641,18163,2013,392,15084000
642,18163,2014,161,1115000
643,18163,2015,110,4059000
644,18163,2016,619,16517000
645,18163,2017,1440,40168000
646,18163,2018,199,13433000
647,18163,2019,318,23454000
648,18161,1993,-32,374000
649,18161,1994,54,195000
650,18161,1995,-75,-284000
651,18161,1996,-1,267000
652,18161,1997,19,931000
653,18161,1998,63,414000
654,18161,1999,-11,-22000
655,18161,2000,20,123000
656,18161,2001,-6,310000
657,18161,2002,-27,-230000
658,18161,2003,14,256000
659,18161,2004,5,-158000
660,18161,2005,34,-22000
661,18161,2006,-23,-1335000
662,18161,2007,-6,-458000
663,18161,2008,62,1167000
664,18161,2009,-17,-219000
665,18161,2010,-17,-168000
666,18161,2011,-22,-381000
667,18161,2012,-102,-2686000
668,18161,2013,63,429000
669,18161,2014,-13,-504000
670,18161,2015,3,-320000
671,18161,2016,38,1091000
672,18161,2017,-25,840000
673,18161,2018,53,103000
674,18161,2019,-106,-1538000
675,18159,1993,-47,13000
676,18159,1994,50,537000
677,18159,1995,-2,269000
678,18159,1996,77,1142000
679,18159,1997,30,370000
680,18159,1998,-75,-320000
681,18159,1999,52,477000
682,18159,2000,19,586000
683,18159,2001,-19,942000
684,18159,2002,-42,1351000
685,18159,2003,45,727000
686,18159,2004,-49,-131000
687,18159,2005,94,3813000
688,18159,2006,44,2295000
689,18159,2007,4,13105000
690,18159,2008,-8,-28000
691,18159,2009,-24,1304000
692,18159,2010,31,1114000
693,18159,2011,-79,-1148000
694,18159,2012,-15,-708000
695,18159,2013,19,1995000
696,18159,2014,7,743000
697,18159,2015,33,233000
698,18159,2016,-43,-266000
699,18159,2017,-109,-741000
700,18159,2018,-83,-2063000
701,18159,2019,-30,-349000
702,18157,1993,192,1311000
703,18157,1994,498,9352000
704,18157,1995,165,7782000
705,18157,1996,851,22244000
706,18157,1997,1167,23919000
707,18157,1998,921,18319000
708,18157,1999,330,19023000
709,18157,2000,1137,37916000
710,18157,2001,1227,38516000
711,18157,2002,859,33610000
712,18157,2003,73,8983000
713,18157,2004,514,13104000
714,18157,2005,121,4486000
715,18157,2006,-197,15178000
716,18157,2007,-72,12881000
717,18157,2008,478,18009000
718,18157,2009,193,17893000
719,18157,2010,857,15486000
720,18157,2011,277,16441000
721,18157,2012,357,-14795000
722,18157,2013,652,23138000
723,18157,2014,103,7394000
724,18157,2015,59,10565000
725,18157,2016,462,23575000
726,18157,2017,2156,76184000
727,18157,2018,844,37673000
728,18157,2019,717,33463000
729,18169,1993,-11,6000
730,18169,1994,-83,-1146000
731,18169,1995,83,4680000
732,18169,1996,199,1048000
733,18169,1997,164,3579000
734,18169,1998,113,2327000
735,18169,1999,77,878000
736,18169,2000,27,1743000
737,18169,2001,202,1549000
738,18169,2002,87,3151000
739,18169,2003,180,3925000
740,18169,2004,17,449000
741,18169,2005,169,2893000
742,18169,2006,109,1478000
743,18169,2007,178,3709000
744,18169,2008,73,2695000
745,18169,2009,12,1024000
746,18169,2010,61,2220000
747,18169,2011,182,3410000
748,18169,2012,97,2743000
749,18169,2013,-23,941000
750,18169,2014,78,3183000
751,18169,2015,113,3347000
752,18169,2016,195,4504000
753,18169,2017,70,-240000
754,18169,2018,111,4789000
755,18169,2019,87,2190000
756,18167,1993,47,1680000
757,18167,1994,464,9157000
758,18167,1995,626,7843000
759,18167,1996,495,13211000
760,18167,1997,817,13963000
761,18167,1998,608,13655000
762,18167,1999,536,11546000
763,18167,2000,835,24422000
764,18167,2001,661,14632000
765,18167,2002,439,13133000
766,18167,2003,405,8308000
767,18167,2004,500,15623000
768,18167,2005,526,12713000
769,18167,2006,172,3223000
770,18167,2007,328,8716000
771,18167,2008,568,15493000
772,18167,2009,5,4773000
773,18167,2010,-270,487000
774,18167,2011,21,4364000
775,18167,2012,364,3147000
776,18167,2013,369,9285000
777,18167,2014,466,14247000
778,18167,2015,293,5256000
779,18167,2016,448,14623000
780,18167,2017,587,15516000
781,18167,2018,309,11166000
782,18167,2019,178,11287000
783,18173,1993,-434,-5411000
784,18173,1994,-379,-10058000
785,18173,1995,-402,-6651000
786,18173,1996,-468,-10821000
787,18173,1997,-529,-12853000
788,18173,1998,-174,-6314000
789,18173,1999,-334,-4691000
790,18173,2000,-458,-12763000
791,18173,2001,-258,-19211000
792,18173,2002,-185,-5018000
793,18173,2003,-454,-9486000
794,18173,2004,-362,-27657000
795,18173,2005,-504,-14210000
796,18173,2006,-315,-26316000
797,18173,2007,-469,-12487000
798,18173,2008,-418,-11831000
799,18173,2009,-214,-9522000
800,18173,2010,-373,-10589000
801,18173,2011,-307,-12100000
802,18173,2012,-205,-7299000
803,18173,2013,-535,-24084000
804,18173,2014,-185,-4487000
805,18173,2015,-312,-6424000
806,18173,2016,-428,-15587000
807,18173,2017,-869,-25142000
808,18173,2018,-470,-24356000
809,18173,2019,-540,-24514000
810,18171,1993,-57,-289000
811,18171,1994,29,-384000
812,18171,1995,51,624000
813,18171,1996,64,316000
814,18171,1997,-66,-539000
815,18171,1998,-122,-1990000
816,18171,1999,2,82000
817,18171,2000,-53,-412000
818,18171,2001,-126,-1758000
819,18171,2002,-58,-1279000
820,18171,2003,-46,-420000
821,18171,2004,-16,-519000
822,18171,2005,-61,-875000
823,18171,2006,35,-166000
824,18171,2007,-6,-219000
825,18171,2008,-61,-890000
826,18171,2009,20,78000
827,18171,2010,-7,-280000
828,18171,2011,-19,274000
829,18171,2012,-21,-472000
830,18171,2013,10,1145000
831,18171,2014,-94,-1833000
832,18171,2015,-11,54000
833,18171,2016,-53,317000
834,18171,2017,-159,-2635000
835,18171,2018,-105,-2269000
836,18171,2019,-100,-2329000
837,18165,1993,-100,-487000
838,18165,1994,-5,360000
839,18165,1995,11,548000
840,18165,1996,-5,-95000
841,18165,1997,-71,-1075000
842,18165,1998,-15,-721000
843,18165,1999,23,177000
844,18165,2000,-17,-275000
845,18165,2001,25,291000
846,18165,2002,58,1897000
847,18165,2003,-23,48000
848,18165,2004,3,880000
849,18165,2005,38,2233000
850,18165,2006,45,161000
851,18165,2007,-21,118000
852,18165,2008,71,61000
853,18165,2009,-107,-1071000
854,18165,2010,140,1460000
855,18165,2011,-15,817000
856,18165,2012,129,1957000
857,18165,2013,15,1152000
858,18165,2014,-101,-1734000
859,18165,2015,10,6000
860,18165,2016,-107,-1459000
861,18165,2017,-75,-768000
862,18165,2018,-73,-1570000
863,18165,2019,29,1029000
864,17029,1993,4,21000
865,17029,1994,124,1567000
866,17029,1995,118,2469000
867,17029,1996,128,1441000
868,17029,1997,46,-46000
869,17029,1998,106,3369000
870,17029,1999,76,2898000
871,17029,2000,297,5728000
872,17029,2001,72,2732000
873,17029,2002,67,1856000
874,17029,2003,24,2572000
875,17029,2004,125,964000
876,17029,2005,150,1646000
877,17029,2006,-93,706000
878,17029,2007,115,4435000
879,17029,2008,140,4803000
880,17029,2009,98,4615000
881,17029,2010,-41,2349000
882,17029,2011,-4,1868000
883,17029,2012,75,1984000
884,17029,2013,186,4929000
885,17029,2014,75,1738000
886,17029,2015,53,1652000
887,17029,2016,-47,1437000
888,17029,2017,283,6139000
889,17029,2018,-13,637000
890,17029,2019,-65,-124000
891,17027,1993,-2,-619000
892,17027,1994,37,-618000
893,17027,1995,-75,-1478000
894,17027,1996,-38,-1139000
895,17027,1997,4,499000
896,17027,1998,-123,-45000
897,17027,1999,-15,-648000
898,17027,2000,30,-739000
899,17027,2001,-14,793000
900,17027,2002,3,-1310000
901,17027,2003,-124,-2908000
902,17027,2004,-57,-2370000
903,17027,2005,12,-1249000
904,17027,2006,-205,-3082000
905,17027,2007,73,407000
906,17027,2008,-77,-331000
907,17027,2009,-34,1379000
908,17027,2010,-211,-3263000
909,17027,2011,19,-909000
910,17027,2012,197,4100000
911,17027,2013,67,1442000
912,17027,2014,-8,-1749000
913,17027,2015,-124,-1932000
914,17027,2016,-86,2448000
915,17027,2017,-151,-3712000
916,17027,2018,-88,-3026000
917,17027,2019,-27,377000
918,17021,1993,-47,678000
919,17021,1994,63,1188000
920,17021,1995,-145,-1430000
921,17021,1996,-65,-2077000
922,17021,1997,-48,1676000
923,17021,1998,64,670000
924,17021,1999,8,1841000
925,17021,2000,-39,-127000
926,17021,2001,9,776000
927,17021,2002,-70,1510000
928,17021,2003,39,1022000
929,17021,2004,-98,77000
930,17021,2005,-49,1588000
931,17021,2006,91,1568000
932,17021,2007,38,1319000
933,17021,2008,109,2735000
934,17021,2009,124,2783000
935,17021,2010,-24,666000
936,17021,2011,-90,-1883000
937,17021,2012,64,3421000
938,17021,2013,-15,-219000
939,17021,2014,189,5348000
940,17021,2015,37,1237000
941,17021,2016,84,1487000
942,17021,2017,16,627000
943,17021,2018,146,4582000
944,17021,2019,19,1281000
945,17025,1993,66,822000
946,17025,1994,-31,-453000
947,17025,1995,37,522000
948,17025,1996,9,-229000
949,17025,1997,-14,-208000
950,17025,1998,-76,-391000
951,17025,1999,61,807000
952,17025,2000,52,1052000
953,17025,2001,62,284000
954,17025,2002,47,204000
955,17025,2003,14,392000
956,17025,2004,10,-686000
957,17025,2005,31,1130000
958,17025,2006,113,2662000
959,17025,2007,-8,82000
960,17025,2008,17,409000
961,17025,2009,6,-162000
