FIPS,year,tot_out,tot_in,net_out,Median AQI
1003,2000,2919.0,4937.0,-2018.0,54
1003,2001,3129.0,4589.0,-1460.0,43
1003,2002,3161.0,4754.0,-1593.0,38
1003,2003,3126.0,4814.0,-1688.0,41
1003,2004,3109.0,5415.0,-2306.0,43
1003,2005,3305.0,6255.0,-2950.0,46
1003,2006,3737.0,6740.0,-3003.0,46
1003,2007,3907.0,5439.0,-1532.0,43
1003,2008,4183.0,5725.0,-1542.0,37
1003,2009,3445.0,5583.0,-2138.0,36
1003,2010,3506.0,5676.0,-2170.0,43
1003,2011,4300.0,5875.0,-1575.0,42
1003,2012,4987.0,6759.0,-1772.0,38
1003,2013,5169.0,7561.0,-2392.0,36
1003,2014,3791.0,5166.0,-1375.0,38
1003,2015,2823.0,3521.0,-698.0,38
1003,2016,3429.0,5479.0,-2050.0,37
1003,2017,4590.0,9258.0,-4668.0,36
1003,2018,3722.0,6276.0,-2554.0,35
1003,2019,3574.0,5866.0,-2292.0,37
1005,2003,684.0,496.0,188.0,38
1005,2004,668.0,480.0,188.0,45
1005,2005,670.0,481.0,189.0,47
1005,2006,713.0,450.0,263.0,35
1015,1993,3320.0,3002.0,318.0,23
1015,1994,3401.0,2886.0,515.0,19
1015,1995,3445.0,3475.0,-30.0,19
1015,1996,3693.0,3188.0,505.0,17
1015,1997,2906.0,2932.0,-26.0,19
1015,1998,3343.0,2744.0,599.0,23
1027,1993,324.0,338.0,-14.0,44
1027,1994,314.0,339.0,-25.0,38
1027,1995,346.0,335.0,11.0,42
1027,1996,301.0,297.0,4.0,45
1027,1997,317.0,416.0,-99.0,48
1027,1998,290.0,281.0,9.0,54
1027,1999,400.0,382.0,18.0,58
1027,2000,238.0,307.0,-69.0,46
1027,2001,373.0,315.0,58.0,46
1027,2002,310.0,340.0,-30.0,45
1027,2003,369.0,294.0,75.0,44
1027,2004,354.0,262.0,92.0,44
1027,2005,324.0,211.0,113.0,46
1027,2006,390.0,298.0,92.0,48
1027,2007,314.0,300.0,14.0,50
1027,2008,392.0,414.0,-22.0,43
1027,2009,297.0,508.0,-211.0,33
1027,2010,461.0,279.0,182.0,42
1027,2011,312.0,311.0,1.0,39
1027,2012,552.0,323.0,229.0,35
1027,2013,344.0,412.0,-68.0,32
1027,2014,240.0,277.0,-37.0,36
1027,2015,266.0,179.0,87.0,32
1027,2016,270.0,266.0,4.0,30
1027,2017,402.0,384.0,18.0,30
1027,2018,320.0,252.0,68.0,27
1027,2019,329.0,202.0,127.0,30
1033,1993,1448.0,1296.0,152.0,14
1033,1994,1518.0,1414.0,104.0,41
1033,1995,1476.0,1448.0,28.0,26
1033,1996,1488.0,1375.0,113.0,10
1033,1997,1474.0,1661.0,-187.0,11
1033,1998,1714.0,1517.0,197.0,10
1033,1999,1536.0,1341.0,195.0,11
1033,2000,1471.0,1460.0,11.0,16
1033,2001,1328.0,1400.0,-72.0,11
1033,2002,1438.0,1406.0,32.0,37
1033,2003,1331.0,1250.0,81.0,41
1033,2004,1394.0,1303.0,91.0,38
1033,2005,1344.0,1372.0,-28.0,43
1033,2006,1477.0,1440.0,37.0,42
1033,2007,1512.0,1454.0,58.0,45
1033,2008,1563.0,1638.0,-75.0,43
1033,2009,1580.0,1528.0,52.0,43
1033,2010,1314.0,1496.0,-182.0,47
1033,2011,1568.0,1428.0,140.0,42
1033,2012,1666.0,1723.0,-57.0,40
1033,2013,1751.0,1809.0,-58.0,38
1033,2014,1434.0,1490.0,-56.0,37
1033,2015,1110.0,1273.0,-163.0,36
1033,2016,1491.0,1462.0,29.0,38
1033,2017,1934.0,1917.0,17.0,37
1033,2018,1420.0,1476.0,-56.0,35
1033,2019,1441.0,1474.0,-33.0,37
1049,1993,1380.0,1268.0,112.0,44
1049,1994,1388.0,1677.0,-289.0,38
1049,1995,2026.0,1342.0,684.0,48
1049,1996,1637.0,1283.0,354.0,41
1049,1997,1606.0,1467.0,139.0,37
1049,1998,1391.0,2983.0,-1592.0,46
1049,1999,1992.0,2260.0,-268.0,59
1049,2000,1820.0,2151.0,-331.0,51
1049,2001,1876.0,2200.0,-324.0,46
1049,2002,1883.0,1515.0,368.0,44
1049,2003,1546.0,1598.0,-52.0,44
1049,2004,1660.0,1693.0,-33.0,43
1049,2005,1429.0,1238.0,191.0,43
1049,2006,1529.0,1468.0,61.0,47
1049,2007,1378.0,1482.0,-104.0,47
1049,2008,1559.0,1422.0,137.0,43
1049,2009,1628.0,1581.0,47.0,36
1049,2010,1481.0,1549.0,-68.0,43
1049,2011,1525.0,1535.0,-10.0,40
1049,2012,2235.0,1842.0,393.0,40
1049,2013,1948.0,1853.0,95.0,38
1049,2014,1513.0,1572.0,-59.0,38
1049,2015,1204.0,1503.0,-299.0,37
1049,2016,1543.0,1373.0,170.0,40
1049,2017,1665.0,1846.0,-181.0,39
1049,2018,1658.0,1378.0,280.0,35
1049,2019,1356.0,1412.0,-56.0,39
1051,1993,1952.0,2566.0,-614.0,44
1051,1994,2089.0,2640.0,-551.0,35
1051,1995,2131.0,2751.0,-620.0,33
1051,1996,2026.0,2816.0,-790.0,44
1051,1997,1964.0,2826.0,-862.0,45
1051,1998,2154.0,3070.0,-916.0,47
1051,1999,2232.0,3232.0,-1000.0,45
1051,2000,2293.0,3048.0,-755.0,50
1051,2001,2240.0,2831.0,-591.0,43
1051,2002,2373.0,2979.0,-606.0,42
1051,2003,2304.0,3276.0,-972.0,42
1051,2004,2491.0,3271.0,-780.0,42
1051,2005,2508.0,3588.0,-1080.0,42
1051,2006,3034.0,3998.0,-964.0,46
1051,2007,2917.0,4206.0,-1289.0,45
1051,2008,3393.0,3801.0,-408.0,42
1051,2009,3237.0,3566.0,-329.0,36
1051,2010,3029.0,3654.0,-625.0,43
1051,2011,3245.0,3595.0,-350.0,44
1051,2012,3892.0,3683.0,209.0,40
1051,2013,3466.0,3626.0,-160.0,36
1051,2014,2966.0,3139.0,-173.0,36
1051,2015,2109.0,2351.0,-242.0,35
1051,2016,2704.0,3049.0,-345.0,40
1051,2017,3587.0,4361.0,-774.0,35
1051,2018,2689.0,3258.0,-569.0,33
1051,2019,2811.0,2956.0,-145.0,39
1053,1993,799.0,773.0,26.0,23
1053,1994,859.0,687.0,172.0,23
1053,1995,926.0,778.0,148.0,24
1053,1996,1129.0,790.0,339.0,21
1053,1997,807.0,1060.0,-253.0,22
1053,1998,778.0,785.0,-7.0,25
1053,1999,833.0,709.0,124.0,20
1053,2000,739.0,699.0,40.0,57
1053,2001,736.0,729.0,7.0,46
1053,2002,751.0,687.0,64.0,48
1053,2003,827.0,653.0,174.0,47
1053,2004,869.0,676.0,193.0,45
1053,2005,920.0,730.0,190.0,51
1053,2006,867.0,844.0,23.0,52
1053,2007,745.0,737.0,8.0,49
1055,1993,2262.0,1980.0,282.0,31
1055,1994,2200.0,2174.0,26.0,29
1055,1995,2419.0,1882.0,537.0,30
1055,1996,1941.0,1772.0,169.0,22
1055,1997,2100.0,3389.0,-1289.0,24
1055,1998,2235.0,2291.0,-56.0,29
1055,1999,2390.0,2106.0,284.0,27
1055,2000,2743.0,2047.0,696.0,59
1055,2001,2341.0,2071.0,270.0,53
1055,2002,2209.0,2126.0,83.0,49
1055,2003,2225.0,2203.0,22.0,47
1055,2004,2207.0,2224.0,-17.0,46
1055,2005,2194.0,2068.0,126.0,47
1055,2006,2169.0,2254.0,-85.0,48
1055,2007,2188.0,2223.0,-35.0,54
1055,2008,2304.0,2343.0,-39.0,49
1055,2009,2404.0,2275.0,129.0,44
1055,2010,2073.0,2143.0,-70.0,54
1055,2011,2229.0,2043.0,186.0,41
1055,2012,2497.0,2689.0,-192.0,40
1055,2013,2453.0,2490.0,-37.0,37
1055,2014,1924.0,2098.0,-174.0,38
1055,2015,1637.0,1493.0,144.0,46
1055,2016,1975.0,2002.0,-27.0,52
1055,2017,2529.0,2704.0,-175.0,45
1055,2018,2077.0,2251.0,-174.0,41
1055,2019,2115.0,1887.0,228.0,43
1059,1993,698.0,734.0,-36.0,19
1059,1994,734.0,801.0,-67.0,19
1059,1995,806.0,795.0,11.0,20
1059,1996,877.0,854.0,23.0,17
1059,1997,805.0,733.0,72.0,17
1059,1998,991.0,846.0,145.0,20
1061,1994,719.0,713.0,6.0,31
1061,1995,698.0,832.0,-134.0,35
1061,1996,573.0,642.0,-69.0,39
1061,1997,679.0,654.0,25.0,44
1061,1998,663.0,740.0,-77.0,42
1069,1993,2320.0,2739.0,-419.0,21
1069,1994,2591.0,2385.0,206.0,22
1069,1995,2703.0,2602.0,101.0,24
1069,1996,3011.0,2647.0,364.0,17
1069,1997,2555.0,3080.0,-525.0,22
1069,1998,2648.0,2647.0,1.0,26
1069,1999,2671.0,2819.0,-148.0,64
1069,2000,2881.0,2883.0,-2.0,54
1069,2001,2698.0,2943.0,-245.0,52
1069,2002,2638.0,2569.0,69.0,49
1069,2003,2526.0,2970.0,-444.0,48
1069,2004,2775.0,3091.0,-316.0,51
1069,2005,2746.0,3018.0,-272.0,44
1069,2006,2842.0,3505.0,-663.0,46
1069,2007,2687.0,3490.0,-803.0,45
1069,2008,2751.0,3293.0,-542.0,40
1069,2009,2984.0,3501.0,-517.0,38
1069,2010,3086.0,3356.0,-270.0,48
1069,2011,3448.0,3623.0,-175.0,44
1069,2012,4204.0,4169.0,35.0,38
1069,2013,4187.0,3988.0,199.0,36
1069,2014,3405.0,2796.0,609.0,38
1069,2015,2298.0,2168.0,130.0,33
1069,2016,2751.0,2658.0,93.0,35
1069,2017,3775.0,3462.0,313.0,35
1069,2018,2800.0,2909.0,-109.0,35
1069,2019,2658.0,2874.0,-216.0,35
1071,1993,1209.0,1233.0,-24.0,19
1071,1994,1278.0,1111.0,167.0,16
1071,1995,1238.0,1462.0,-224.0,16
1071,1996,1133.0,1263.0,-130.0,13
1071,1997,1263.0,1084.0,179.0,11
1071,1998,1060.0,1168.0,-108.0,14
1071,1999,1173.0,1035.0,138.0,14
1071,2000,1109.0,1223.0,-114.0,14
1071,2001,1062.0,1030.0,32.0,13
1071,2002,1186.0,1049.0,137.0,9
1071,2003,1010.0,986.0,24.0,7
1071,2004,1124.0,968.0,156.0,39
1071,2005,1044.0,935.0,109.0,11
1071,2006,996.0,1119.0,-123.0,7
1071,2007,1117.0,942.0,175.0,9
1073,1993,19405.0,18010.0,1395.0,53
1073,1994,19202.0,18122.0,1080.0,48
1073,1995,19305.0,18212.0,1093.0,49
1073,1996,19577.0,16182.0,3395.0,46
1073,1997,20961.0,16616.0,4345.0,47
1073,1998,20434.0,16921.0,3513.0,48
1073,1999,21374.0,17433.0,3941.0,82
1073,2000,21128.0,17635.0,3493.0,83
1073,2001,20789.0,16802.0,3987.0,78
1073,2002,20421.0,16759.0,3662.0,68
1073,2003,19729.0,16881.0,2848.0,71
1073,2004,20291.0,16856.0,3435.0,68
1073,2005,21083.0,17254.0,3829.0,75
1073,2006,20998.0,18573.0,2425.0,80
1073,2007,22097.0,17440.0,4657.0,75
1073,2008,21544.0,19243.0,2301.0,67
1073,2009,20484.0,18088.0,2396.0,56
1073,2010,19022.0,16502.0,2520.0,59
1073,2011,19152.0,16831.0,2321.0,58
1073,2012,23465.0,20278.0,3187.0,53
1073,2013,22901.0,20633.0,2268.0,50
1073,2014,18983.0,16298.0,2685.0,53
1073,2015,14241.0,12374.0,1867.0,48
1073,2016,18915.0,15968.0,2947.0,49
1073,2017,25755.0,21877.0,3878.0,55
1073,2018,18941.0,16442.0,2499.0,51
1073,2019,18439.0,15718.0,2721.0,53
1079,1993,886.0,1003.0,-117.0,43
1079,1994,1015.0,909.0,106.0,41
1079,1995,869.0,957.0,-88.0,43
1079,1996,1025.0,1078.0,-53.0,45
1079,1997,978.0,1037.0,-59.0,43
1079,1998,1042.0,961.0,81.0,42
1079,1999,948.0,1077.0,-129.0,44
1079,2000,954.0,1056.0,-102.0,46
1079,2001,954.0,912.0,42.0,44
1079,2002,1017.0,904.0,113.0,41
1079,2003,1019.0,787.0,232.0,44
1079,2004,1016.0,873.0,143.0,43
1079,2005,944.0,941.0,3.0,44
1079,2006,1001.0,765.0,236.0,46
1079,2007,942.0,923.0,19.0,49
1079,2008,929.0,917.0,12.0,35
1079,2009,983.0,973.0,10.0,29
1079,2010,992.0,947.0,45.0,34
1079,2011,968.0,826.0,142.0,34
1079,2012,990.0,1008.0,-18.0,28
1079,2013,1089.0,979.0,110.0,27
1079,2014,922.0,884.0,38.0,27
1079,2015,862.0,602.0,260.0,27
1079,2016,939.0,995.0,-56.0,25
1079,2017,1237.0,1113.0,124.0,23
1079,2018,933.0,906.0,27.0,23
1079,2019,895.0,867.0,28.0,24
1083,1996,1366.0,1672.0,-306.0,17
1083,1997,1528.0,1715.0,-187.0,15
1083,1998,1374.0,2419.0,-1045.0,19
1083,2003,1820.0,2014.0,-194.0,44
1083,2004,1700.0,2160.0,-460.0,31
1089,1993,7713.0,9224.0,-1511.0,44
1089,1994,9005.0,7910.0,1095.0,38
1089,1995,9367.0,7312.0,2055.0,41
1089,1996,7802.0,7085.0,717.0,44
1089,1997,8544.0,7964.0,580.0,38
1089,1998,8487.0,10107.0,-1620.0,41
1089,1999,8251.0,7691.0,560.0,48
1089,2000,7597.0,8066.0,-469.0,48
1089,2001,7506.0,8488.0,-982.0,44
1089,2002,6755.0,8160.0,-1405.0,40
1089,2003,7163.0,8147.0,-984.0,44
1089,2004,6971.0,7841.0,-870.0,43
1089,2005,7341.0,8861.0,-1520.0,44
1089,2006,8201.0,10414.0,-2213.0,45
1089,2007,7916.0,10511.0,-2595.0,46
1089,2008,8379.0,11662.0,-3283.0,51
1089,2009,8658.0,11850.0,-3192.0,39
1089,2010,8509.0,10312.0,-1803.0,44
1089,2011,9744.0,10401.0,-657.0,44
1089,2012,10867.0,12033.0,-1166.0,43
1089,2013,11082.0,11418.0,-336.0,40
1089,2014,8617.0,8142.0,475.0,39
1089,2015,5776.0,5658.0,118.0,38
1089,2016,8110.0,8901.0,-791.0,40
1089,2017,12088.0,14594.0,-2506.0,39
1089,2018,9618.0,10685.0,-1067.0,41
1089,2019,9104.0,10626.0,-1522.0,44
1091,1993,385.0,552.0,-167.0,22
1091,1994,486.0,479.0,7.0,22
1091,1995,556.0,519.0,37.0,20
1091,1996,501.0,429.0,72.0,19
1091,1997,447.0,494.0,-47.0,20
1091,1998,536.0,442.0,94.0,25
1091,1999,536.0,408.0,128.0,26
1091,2000,453.0,411.0,42.0,21
1091,2001,531.0,282.0,249.0,19
1091,2002,379.0,400.0,-21.0,17
1091,2003,454.0,347.0,107.0,19
1091,2004,322.0,346.0,-24.0,17
1091,2005,415.0,331.0,84.0,19
1091,2006,569.0,393.0,176.0,19
1097,1993,8337.0,9008.0,-671.0,55
1097,1994,8499.0,7759.0,740.0,60
1097,1995,8689.0,7026.0,1663.0,50
1097,1996,8114.0,7144.0,970.0,47
1097,1997,8189.0,7105.0,1084.0,51
1097,1998,8315.0,6972.0,1343.0,51
1097,1999,8348.0,7067.0,1281.0,65
1097,2000,8374.0,6863.0,1511.0,54
1097,2001,7876.0,6243.0,1633.0,43
1097,2002,8058.0,5961.0,2097.0,40
1097,2003,7186.0,5730.0,1456.0,40
1097,2004,7292.0,5786.0,1506.0,42
1097,2005,7123.0,6119.0,1004.0,44
1097,2006,7331.0,8499.0,-1168.0,44
1097,2007,7541.0,7322.0,219.0,42
1097,2008,7663.0,7819.0,-156.0,36
1097,2009,7725.0,7481.0,244.0,35
1097,2010,7414.0,6759.0,655.0,40
1097,2011,8159.0,6654.0,1505.0,42
1097,2012,9417.0,8175.0,1242.0,38
1097,2013,8879.0,7842.0,1037.0,39
1097,2014,6946.0,5338.0,1608.0,41
1097,2015,4920.0,4270.0,650.0,40
1097,2016,6366.0,5443.0,923.0,41
1097,2017,8893.0,6600.0,2293.0,37
1097,2018,6603.0,5290.0,1313.0,38
1097,2019,6004.0,5175.0,829.0,42
1101,1993,8718.0,8997.0,-279.0,31
1101,1994,9031.0,8700.0,331.0,32
1101,1995,9471.0,8324.0,1147.0,33
1101,1996,9444.0,8240.0,1204.0,31
1101,1997,9241.0,7923.0,1318.0,29
1101,1998,8885.0,7570.0,1315.0,36
1101,1999,9870.0,7574.0,2296.0,51
1101,2000,9436.0,7615.0,1821.0,54
1101,2001,8795.0,7019.0,1776.0,45
1101,2002,8606.0,7594.0,1012.0,43
1101,2003,8844.0,6926.0,1918.0,45
1101,2004,8527.0,7237.0,1290.0,43
1101,2005,8969.0,7610.0,1359.0,47
1101,2006,9190.0,9935.0,-745.0,45
1101,2007,9844.0,8862.0,982.0,53
1101,2008,11034.0,8770.0,2264.0,48
1101,2009,9532.0,8026.0,1506.0,44
1101,2010,8942.0,7332.0,1610.0,50
1101,2011,9472.0,7781.0,1691.0,44
1101,2012,10123.0,8658.0,1465.0,43
1101,2013,9607.0,7830.0,1777.0,39
1101,2014,7477.0,6373.0,1104.0,40
1101,2015,5104.0,4560.0,544.0,45
1101,2016,6419.0,5536.0,883.0,42
1101,2017,8858.0,6801.0,2057.0,45
1101,2018,6650.0,5323.0,1327.0,52
1101,2019,6590.0,5249.0,1341.0,52
1103,1993,3065.0,3309.0,-244.0,44
1103,1994,3199.0,3258.0,-59.0,28
1103,1995,3034.0,3264.0,-230.0,22
1103,1996,3053.0,2912.0,141.0,46
1103,1997,3224.0,3076.0,148.0,18
1103,1998,3114.0,2975.0,139.0,22
1103,1999,3220.0,3008.0,212.0,64
1103,2000,3038.0,2953.0,85.0,63
1103,2001,2942.0,2655.0,287.0,46
1103,2002,2973.0,2790.0,183.0,46
1103,2003,2613.0,2904.0,-291.0,48
1103,2004,3122.0,2768.0,354.0,48
1103,2005,2977.0,2831.0,146.0,48
1103,2006,2737.0,2994.0,-257.0,50
1103,2007,3119.0,2853.0,266.0,54
1103,2008,3017.0,3110.0,-93.0,44
1103,2009,3043.0,2950.0,93.0,48
1103,2010,2912.0,2926.0,-14.0,50
1103,2011,3271.0,2983.0,288.0,43
1103,2012,4180.0,3596.0,584.0,42
1103,2013,3642.0,3855.0,-213.0,40
1103,2014,3211.0,3289.0,-78.0,39
1103,2015,2733.0,2336.0,397.0,38
1103,2016,3303.0,2521.0,782.0,40
1103,2017,3723.0,3433.0,290.0,39
1103,2018,2651.0,3090.0,-439.0,37
1103,2019,2796.0,2796.0,0.0,41
1109,1993,616.0,676.0,-60.0,19
1109,1994,604.0,740.0,-136.0,25
1109,1995,692.0,645.0,47.0,20
1109,1996,775.0,627.0,148.0,18
1109,1997,693.0,792.0,-99.0,21
1109,1998,745.0,747.0,-2.0,24
1109,1999,785.0,611.0,174.0,19
1109,2000,719.0,676.0,43.0,22
1109,2001,757.0,603.0,154.0,19
1109,2002,742.0,614.0,128.0,17
1109,2003,682.0,653.0,29.0,19
1109,2004,619.0,637.0,-18.0,18
1109,2005,644.0,613.0,31.0,19
1109,2006,758.0,671.0,87.0,21
1113,1993,2510.0,2767.0,-257.0,23
1113,1994,2251.0,2887.0,-636.0,23
1113,1995,2347.0,2677.0,-330.0,26
1113,1996,2363.0,2498.0,-135.0,19
1113,1997,2991.0,2207.0,784.0,23
1113,1998,2710.0,2329.0,381.0,29
1113,1999,2533.0,2250.0,283.0,64
1113,2000,2607.0,2241.0,366.0,61
1113,2001,2546.0,2338.0,208.0,57
1113,2002,2695.0,2450.0,245.0,55
1113,2003,2549.0,2162.0,387.0,43
1113,2004,2371.0,2416.0,-45.0,46
1113,2005,2525.0,2513.0,12.0,48
1113,2006,2705.0,2915.0,-210.0,51
1113,2007,2777.0,2768.0,9.0,56
1113,2008,2990.0,2950.0,40.0,52
1113,2009,2966.0,3147.0,-181.0,45
1113,2010,2853.0,3670.0,-817.0,47
1113,2011,3282.0,4282.0,-1000.0,46
1113,2012,4626.0,5610.0,-984.0,44
1113,2013,4790.0,4814.0,-24.0,41
1113,2014,3591.0,3970.0,-379.0,40
1113,2015,2396.0,2756.0,-360.0,47
1113,2016,3434.0,3390.0,44.0,43
1113,2017,4402.0,4122.0,280.0,44
1113,2018,2909.0,3460.0,-551.0,39
1113,2019,2935.0,3016.0,-81.0,40
1117,1993,3887.0,6126.0,-2239.0,40
1117,1994,4242.0,6242.0,-2000.0,37
1117,1995,3974.0,6211.0,-2237.0,41
1117,1996,5227.0,7912.0,-2685.0,44
1117,1997,5526.0,8516.0,-2990.0,44
1117,1998,5974.0,8396.0,-2422.0,46
1117,1999,6274.0,9198.0,-2924.0,59
1117,2000,6482.0,8840.0,-2358.0,57
1117,2001,6194.0,8380.0,-2186.0,47
1117,2002,6330.0,8727.0,-2397.0,48
1117,2003,6190.0,9161.0,-2971.0,47
1117,2004,6586.0,9981.0,-3395.0,45
1117,2005,7240.0,10392.0,-3152.0,50
1117,2006,7110.0,10896.0,-3786.0,51
1117,2007,7138.0,9634.0,-2496.0,50
1117,2008,7771.0,10020.0,-2249.0,44
1117,2009,7377.0,8986.0,-1609.0,38
1117,2010,7484.0,8439.0,-955.0,46
1117,2011,7255.0,8199.0,-944.0,44
1117,2012,9080.0,10575.0,-1495.0,43
1117,2013,9336.0,10074.0,-738.0,39
1117,2014,8173.0,8683.0,-510.0,40
1117,2015,5930.0,6608.0,-678.0,39
1117,2016,8122.0,8653.0,-531.0,41
1117,2017,10880.0,12052.0,-1172.0,31
1117,2018,8001.0,8967.0,-966.0,31
1117,2019,7538.0,8847.0,-1309.0,34
1119,1993,324.0,235.0,89.0,37
1119,1994,192.0,264.0,-72.0,31
1119,1995,273.0,271.0,2.0,37
1119,1996,214.0,166.0,48.0,36
1119,1997,291.0,124.0,167.0,35
1119,1998,242.0,175.0,67.0,37
1119,1999,319.0,202.0,117.0,46
1119,2000,354.0,247.0,107.0,44
1119,2001,308.0,165.0,143.0,43
1119,2002,297.0,178.0,119.0,38
1119,2003,170.0,119.0,51.0,39
1119,2004,239.0,192.0,47.0,38
1119,2005,309.0,119.0,190.0,41
1119,2006,296.0,151.0,145.0,42
1119,2007,327.0,160.0,167.0,40
1119,2008,289.0,200.0,89.0,31
1119,2009,293.0,187.0,106.0,31
1119,2010,247.0,189.0,58.0,39
1119,2011,253.0,142.0,111.0,38
1119,2013,227.0,208.0,19.0,31
1119,2014,188.0,75.0,113.0,34
1119,2015,225.0,52.0,173.0,40
1119,2016,174.0,124.0,50.0,34
1119,2017,264.0,85.0,179.0,34
1119,2018,146.0,59.0,87.0,29
1119,2019,194.0,60.0,134.0,32
1121,1993,1661.0,1562.0,99.0,25
1121,1994,1529.0,1604.0,-75.0,27
1121,1995,1506.0,1623.0,-117.0,28
1121,1996,1431.0,1525.0,-94.0,24
1121,1997,1681.0,1640.0,41.0,23
1121,1998,1754.0,1682.0,72.0,31
1121,1999,1800.0,1913.0,-113.0,60
1121,2000,1930.0,1861.0,69.0,59
1121,2001,1915.0,1753.0,162.0,54
1121,2002,1812.0,1839.0,-27.0,52
1121,2003,1876.0,1586.0,290.0,55
1121,2004,1828.0,1760.0,68.0,43
1121,2005,2134.0,1956.0,178.0,41
1121,2006,2223.0,2039.0,184.0,48
1121,2007,2260.0,2118.0,142.0,51
1121,2008,2405.0,2229.0,176.0,49
1121,2009,2180.0,2193.0,-13.0,41
1121,2010,2107.0,1867.0,240.0,48
1121,2011,1971.0,2047.0,-76.0,47
1121,2012,2526.0,2895.0,-369.0,42
1121,2013,2536.0,2361.0,175.0,38
1121,2014,2143.0,2103.0,40.0,37
1121,2015,1856.0,1736.0,120.0,40
1121,2016,2212.0,2125.0,87.0,35
1121,2017,2679.0,2803.0,-124.0,33
1125,1993,3056.0,3268.0,-212.0,23
1125,1994,2936.0,3431.0,-495.0,23
1125,1995,3220.0,3533.0,-313.0,24
1125,1996,3617.0,3197.0,420.0,24
1125,1997,3431.0,4111.0,-680.0,21
1125,1998,4063.0,3546.0,517.0,25
1125,1999,3931.0,3786.0,145.0,61
1125,2000,3865.0,3644.0,221.0,56
1125,2001,4067.0,3918.0,149.0,41
1125,2002,3463.0,3694.0,-231.0,40
1125,2003,3607.0,3663.0,-56.0,41
1125,2004,3709.0,3917.0,-208.0,42
1125,2005,3673.0,4243.0,-570.0,47
1125,2006,3896.0,5056.0,-1160.0,47
1125,2007,4238.0,4476.0,-238.0,47
1125,2008,4368.0,4945.0,-577.0,40
1125,2009,4387.0,4692.0,-305.0,40
1125,2010,4211.0,4366.0,-155.0,55
1125,2011,4152.0,4603.0,-451.0,38
1125,2012,5153.0,5514.0,-361.0,36
1125,2013,5269.0,5370.0,-101.0,32
1125,2014,4008.0,3679.0,329.0,36
1125,2015,2844.0,3265.0,-421.0,49
1125,2016,4090.0,3837.0,253.0,47
1125,2017,5730.0,4747.0,983.0,52
1125,2018,3722.0,3660.0,62.0,37
1125,2019,3743.0,3682.0,61.0,35
1127,1993,1366.0,1245.0,121.0,23
1127,1994,1260.0,1333.0,-73.0,21
1127,1995,1504.0,1430.0,74.0,23
1127,1996,1170.0,1286.0,-116.0,19
1127,1997,1547.0,1376.0,171.0,18
1127,1998,1340.0,1315.0,25.0,19
1127,1999,1318.0,1371.0,-53.0,60
1127,2000,1392.0,1230.0,162.0,56
1127,2002,1242.0,1178.0,64.0,41
1127,2003,1311.0,1147.0,164.0,52
1127,2004,1248.0,1139.0,109.0,49
1127,2005,1147.0,1258.0,-111.0,52
1127,2006,1517.0,1281.0,236.0,53
1127,2007,1325.0,1154.0,171.0,53
1127,2008,1324.0,1392.0,-68.0,48
1127,2009,1342.0,1291.0,51.0,39
1127,2010,1184.0,1329.0,-145.0,45
1127,2011,1244.0,1228.0,16.0,43
2013,2001,84.0,0.0,84.0,10
2013,2002,42.0,0.0,42.0,11
2013,2003,55.0,54.0,1.0,10
2013,2004,47.0,22.0,25.0,9
2013,2005,35.0,44.0,-9.0,8
2013,2006,78.0,0.0,78.0,10
2013,2007,53.0,50.0,3.0,10
2013,2008,56.0,29.0,27.0,8
2013,2009,68.0,94.0,-26.0,10
2013,2010,70.0,52.0,18.0,8
2013,2011,61.0,40.0,21.0,11
2013,2012,86.0,49.0,37.0,10
2013,2013,98.0,48.0,50.0,9
2013,2014,71.0,0.0,71.0,9
2013,2015,53.0,0.0,53.0,10
2013,2016,0.0,0.0,0.0,8
2013,2017,0.0,0.0,0.0,9
2013,2018,43.0,0.0,43.0,10
2013,2019,0.0,0.0,0.0,10
2020,1993,13620.0,14323.0,-703.0,43
2020,1994,12495.0,11942.0,553.0,43
2020,1995,14357.0,11046.0,3311.0,38
2020,1996,13803.0,10561.0,3242.0,41
2020,1997,11727.0,10728.0,999.0,38
2020,1998,11298.0,10970.0,328.0,33
2020,1999,12618.0,11064.0,1554.0,33
2020,2000,11839.0,10122.0,1717.0,28
2020,2001,11595.0,11155.0,440.0,28
2020,2002,11087.0,11789.0,-702.0,30
2020,2003,11965.0,11744.0,221.0,24
2020,2004,12530.0,10937.0,1593.0,24
2020,2005,13303.0,11060.0,2243.0,21
2020,2006,13289.0,13288.0,1.0,21
2020,2007,13713.0,10756.0,2957.0,21
2020,2008,13465.0,11795.0,1670.0,19
2020,2009,13725.0,14434.0,-709.0,29
2020,2010,12007.0,12656.0,-649.0,32
2020,2011,14447.0,12385.0,2062.0,29
2020,2012,16319.0,14152.0,2167.0,31
2020,2013,17902.0,14457.0,3445.0,24
2020,2014,13245.0,9656.0,3589.0,28
2020,2015,8158.0,6674.0,1484.0,28
2020,2016,12136.0,8765.0,3371.0,31
2020,2017,18418.0,11102.0,7316.0,22
2020,2018,11684.0,7242.0,4442.0,24
2020,2019,9972.0,7353.0,2619.0,27
2050,2018,253.0,193.0,60.0,15
2050,2019,249.0,154.0,95.0,10
2068,1993,101.0,20.0,81.0,31
2068,1994,61.0,40.0,21.0,31
2068,1995,72.0,37.0,35.0,30
2068,1996,51.0,100.0,-49.0,31
