y_pred,y_test
205.33621275062853,311
39.16726494417573,150
-682.1093280343499,-607
255.38853695026864,259
-20.61830524361889,-25
-253.41370803668474,-197
-160.64534770459687,-71
27.63135653017622,82
-60.07930728084246,48
60.08295638015741,-170
-40.968308207902396,2
-111.60976815640967,-49
-519.796387949411,-314
-91.8108543392993,45
-307.85251934518675,-192
12.029179341962646,24
-234.43869419407935,-445
-92.89361358359957,-39
312.1226507539739,-278
-151.5297096183727,-33
-96.05664595557244,9
-45.31242322664814,-13
-478.396893055328,-499
295.05295190617807,334
-19.970215847412312,-101
-82.95868862269425,18
191.84737808847478,-3
-8.682855180685792,-9
-111.70499193552105,-21
4.585254317643454,44
-7.780676448111521,48
-122.82171994942503,47
-54.22823970717796,-68
708.0842660188563,1184
177.86396648467166,42
-9.362741778338929,75
1179.9951103156898,1462
4282.613655149365,3225
-366.89283376772954,-304
3782.7578916715943,2619
-263.9218753022989,-24
-273.32709949586405,-243
-107.12283848299838,58
35.92321286783954,105
-255.84348208537853,-108
463.62750797348735,-66
-94.2654124485573,54
-1875.288039054508,-2009
771.6617164487651,1223
-92.39325196054534,-37
-99.77902080114683,0
-67.75414095566131,-118
-1311.754870260766,-678
-1549.3013652596908,-5405
-3706.6840269510108,-3677
-83.90754853128848,44
36.49629882436302,278
-14952.658196472541,-15651
-85.698421329029,-34
-784.1636864061394,-1243
-14.306798067615127,34
-832.6027691271858,-995
-68.25284839573912,-86
-38.80225505989445,-10
-1231.3907321217291,-1013
-58.65215705364309,-57
-165.46810328188377,-144
-81.40494582399283,-47
-352.48156509064097,-504
-93.69380766616774,0
-13.857554373847805,-165
-170.82501601296428,-5
-23.526611463866217,-156
138.5936936138006,257
-252.89099534187955,-29
-135.68979097649736,-28
-36.8714152010162,230
-104.10902240452367,-51
-111.42000616235129,5
1118.2771341628993,883
-210.03404653455107,-29
-231.7379599251259,-272
-118.8530744642834,-216
-157.77390604185655,-96
406.54856349805726,148
-19.31123355263051,32
-1.0822755839793814,86
-6.175552495890855,12
-157.19965795806797,-128
884.3128665694522,1293
-56.21634847633007,114
-226.4117524879723,-73
3062.1451963264376,3432
-153.42809666604586,-285
-528.5712405434186,-434
701.6780385689194,1404
-874.0244684789967,-868
-113.12999545101545,-145
-183.66298616896336,3
-78.12610577511803,66
-804.4301240647185,-720
-215.56104231805705,-37
-447.2168858124657,-183
-159.44460096791795,55
-9.268677205106634,106
-57.6996429548347,-48
1763.4845598555523,-16
-283.3227472568681,-47
-165.84666864648534,-62
29.383222117322646,17
-98.75512319602849,-13
-142.66245055768047,54
-29.29924972054335,36
-97.08398039163392,33
-133.93823501963618,-37
-40.23958554372542,-20
-283.04780565247097,-83
-187.76016095319977,-130
-63.07459165001738,-31
-34.44869779676726,27
-107.86505233659973,143
-198.77824311959426,-255
-105.53306691143361,0
-120.03479284660874,-123
37288.45011984047,38289
-501.51576693337756,-200
-137.92414908652847,37
1112.6321074860139,1644
-308.1430882965589,-321
113.25917292378188,77
-246.77988164549294,-570
-133.78109655718646,31
-901.578147838732,-705
73.4886310495974,101
14.460561626624923,60
-38.788975506812896,0
-0.34750573076669866,142
-222.06158757597927,-83
-1751.9230963960922,-1511
-3.293996200724216,133
-85.91069965536732,0
-67.14449402657438,2
-155.95224267312057,228
-165.239682411201,-109
1841.8651651607813,2678
14.443369507502908,-101
-2825.51814147547,-2990
720.7826721974363,671
-26.78415454534945,-7
-76.42798648286451,144
-0.5716091753995869,147
-141.15582770946986,59
-32.17484054676389,65
-1469.2220741546914,-1521
-62.13670413777537,-61
-119.53731880677306,-369
-223.2684230434864,-92
22682.947143552232,22581
-1055.0749649243924,-195
-67.02601592303633,7
-138.59477991438354,-157
-402.2546808473484,-278
-116.78643154605504,-129
-69.83544768589368,-3
-178.78230817507148,-175
60.23581557929133,79
-1234.8873007630568,-1622
374.20918906021467,676
-252.44689080945636,-127
-8.207663394104586,8
-38.01188196775648,-346
-691.3325415505599,-950
260.67737640160175,687
-47.135209952701985,-412
-197.68731883715316,-14
-152.91320522398615,-157
-255.399919140809,-78
-134.19193034706592,0
-177.29125422200394,-45
422.5470122076546,251
-98.71542064814425,29
-1978.1635398791245,-2891
330.89741093794424,236
-54.938555973014545,61
-258.880735414241,-272
-70.10864555205296,38
-158.7974127857678,18
-83.96575434629908,-58
-376.2499215936036,68
-28.04898608286191,17
-1228.8549710638133,-782
130.77122065401664,152
-53.01543766029164,140
-177.5853599676305,-611
-100.76705531546058,-28
-513.3362074365789,-268
-393.62137977603794,-766
-99.22383482122468,0
1316.942277986344,2204
-79.21419705112554,42
80.67896036215254,129
-117.21753345528951,-43
-114.54393148591937,-87
-115.86838279051406,4
-111.21411129265104,0
36.79243320035924,44
-85.68282358397151,-4
-304.30313328765345,-33
-81.82598063241203,88
-88.93726883319333,-59
117.66284386891259,-64
1048.1872392718512,1070
-188.8418919869472,-263
-1725.0425091421405,-1213
-11.163011764312472,143
-536.524899214487,-564
-906.1718715060068,-256
-136.85625839053444,25
583.2974344766569,1186
414.1652567277049,-138
-4.065231881545202,7
-105.84382091429876,191
-19.93326429472514,105
50.31376293342345,88
-1003.8043497528571,-1225
-288.1926185969837,542
-7.015157230988379,-14
-102.02432283051049,36
5.9605108330910355,-54
-479.68000263910693,-236
-148.63791489131086,97
-97.6562665266177,-44
48.93991746021517,-87
-247.52247874573249,197
-152.95994953546472,-127
-39.15861867564717,-40
-108.14205667483098,80
-102.31900555728123,75
-65.07190480607933,32
-356.5811464578211,-273
-244.5543397567227,12
-79.68375688240972,-81
-80.45065968572037,38
-5.9727484226226295,-17
5677.377013694881,7039
-382.6032066326207,-361
555.6469018981193,608
-167.02541884228725,-110
-228.9492671769064,-133
-511.13351747703433,-362
31.474991600687844,-46
-271.8392916623692,-139
-66.59245985876923,-278
-213.8721430960091,1
-247.43120658796056,28
35.27473234530018,132
141.73183935185108,87
-52.954527525843304,51
-105.335750112334,-65
-312.2336005619481,-128
-76.37951545520859,104
-687.9598923599084,-493
-57.17911608295776,0
-141.7709551356354,-55
-115.07934328705917,66
-1640.3048592160612,-1327
-113.275954717362,0
21.365333553240077,19
-1104.5564178937473,-1041
238.87056160731237,183
490.98877773349346,47
-474.30542357025007,-406
-213.52434089973997,-230
169.2743834332249,202
-131.05926934460138,-34
-74.25026366485768,-38
274.3272291116865,308
-430.5355178128301,-524
-279.54684148567,-283
-13.690828756651982,104
-488.8472820262789,-319
-111.5420669720089,0
641.8090353626236,602
-68.0345771962388,-410
-755.0901583041208,-676
-291.35237914102396,-90
-22.048363540874107,-113
-348.6916351898915,-302
-190.39288918168927,122
-41.99023439692004,106
-194.42696810293518,-336
-540.7379196321106,-92
-1253.6493019337343,-1249
9885.08522451416,10044
-75.49562533586736,-59
17.901744016620867,32
-62.197406541975774,74
-1368.4222559617556,-1661
-244.5279102784404,-149
639.6206281130011,260
-758.4301444820599,-608
-44.574552455782374,2
86.57298201362848,82
-53.52230815774962,-36
-91.43646781748782,9
-683.3723416893627,-623
6449.869846161445,8299
-577.1273924138061,-377
0.47733653548462485,-52
3565.9616057201656,4276
-6.255381480400672,-93
-757.6618922451801,-366
-50.54337950610304,1
-550.4018800671103,-369
-134.00305111301344,-37
-72.15969627248468,-23
-6.686530110756429,10
-92.34616859634413,-12
-766.3198802579202,-579
-160.6836441846084,51
-715.7080500596287,-531
-107.69618553187011,-12
-3445.8533457887165,-3653
-1039.1409969487752,-966
-102.84848614020791,-164
1.8669326613136974,92
-76.44256360568961,91
-195.87239431452264,-67
58.520472163759976,-60
-122.84058618505316,121
556.6013475716521,315
-408.58319748233333,-100
-61.62909877189754,-153
-37.05722601883038,-28
-2.976995122053893,34
-1193.6184377220227,-969
15.345000989913174,83
-28.122709841632116,-45
-868.7456141998866,-1122
-120.97043101252252,0
-235.54698802635687,-105
-554.7080648228234,-294
35.59074837818602,92
-48.6774823869357,-19
-30.651717967819167,170
-1997.5621640545164,-3258
233.4268857083199,383
-154.12029046919247,70
168.15317959299352,-21
-299.95734636696864,-204
-293.72315710203856,-259
24.851346399016677,3
-11.569332347118923,-8
-7.711211280631275,37
-284.47435553404733,-162
-116.10560624954921,-33
494.8677571528686,419
-65.46952759577543,9
-82.75745399274693,2
36.85401683337756,-35
-89.07511301599874,18
-203.7413652305724,174
-60.67481520466954,40
-339.75547721418326,-142
-471.6453952447877,-705
8.948454175787575,162
-1055.293811296413,-1141
-82.03635030698416,-19
-87.43402787994657,27
-213.04407202454024,-130
-8.36952876056781,-42
28.01335518672567,124
-798.575288505404,-1266
-125.57652656246869,-7
-106.3944950433327,-9
-15.04826339563742,36
-125.11151773012672,-89
-248.5134187044722,-34
1990.1156171314033,1545
-111.70983766308528,92
-337.22816644136816,-54
-79.55183888615423,-57
-59.04630998315467,29
233.98611548341609,131
-4.704747545595673,-22
-301.34123475073034,-59
-72.0296005276081,90
-74.7337603346642,-44
41.7648398299581,48
-206.53434428693765,91
-95.15674961742161,0
-1412.552245712569,-2211
-105.51965426951429,-7
-269.24656972000327,-224
311.6778778523513,600
-122.84789371695287,-33
-89.54298793586047,-113
-89.28393504046133,67
-512.3904959604088,-493
-5254.85120473172,-6731
-208.82969653502937,-94
-47.39273733865775,-291
-670.1205803384069,-379
-43.55357266365112,194
-160.78909977512268,211
-135.23350301031059,-38
-21.679090497275453,-8
-1731.1459787067597,-1901
-34.186211794784136,-61
-266.0938921071392,-122
-140.74611811147457,-289
-231.45999389267922,-80
201.3042764093576,339
-14.429156250138362,-47
69.854906495021,-673
-162.8178826925796,48
-177.6165307750058,-69
-121.95493325567392,10
0.9105566502497737,94
-165.95953029974925,-101
-144.2430783030946,-89
-454.8197739592808,-710
-172.17286429649465,26
-70.80537575803004,-102
-87.61259883256571,78
-784.5160065972393,-724
-120.94409025439758,62
-264.2945921019604,-83
7.102900357887421,1
61.13428024724415,382
-54.704898518278796,-58
-122.63725254874609,0
-107.55300259535136,-30
26.655124500469938,119
-67.75561526594369,0
-54.923830462735744,54
-220.2187858485279,-42
-212.47880906184588,-4
-243.8616037926352,-236
-86.11899411870726,78
-1455.6983459265962,-1604
489.6256004916262,661
2999.9382174682073,1958
-294.9860904473232,-92
-689.6035509362493,-617
-138.74105982137013,-124
-70.61574895239606,0
-167.48546595971987,-71
-169.39440358902084,-322
-29.951987028735516,20
-37.43860558136515,-73
53.88408368379571,296
-118.30031382590285,-9
-86.26305776970639,-19
-27.45089939714131,40
-86.35872894949642,15
-86.89582888466681,48
-196.90437381858885,10
-18.251089200122763,-48
405.79658020144046,439
9478.348250074061,12974
-62.08916617010016,-42
10.27249379773815,55
-26.966054702261218,238
-488.0035925620523,-609
-104.86778243921556,-24
-93.21085501795353,72
-30.165571235463723,33
-210.8393881743333,-16
330.2251466786673,642
-87.05161698080789,-78
-196.80928874580445,-108
-214.11362241383785,-57
-210.52600821292242,-73
145.0215035583854,159
8066.1039074949695,8175
-139.83592841689125,36
-407.15663756524833,-368
188.6999434171164,69
-106.23490742160597,-33
-946.3110068156351,-1328
-61.8281295414686,0
-92.58324759294042,163
66.53257745487939,83
1427.389809569838,2239
-101.1392515192337,-109
-118.74141241702385,7
-79.73258527204705,0
-1138.8165825237413,-1109
6736.942942299257,7427
-82.13356325761177,80
-108.98066607546708,13
-1807.373786455254,-2538
379.8456373149217,553
-113.11016590943733,-104
-251.81938228052252,-114
-158.28623259904452,-26
21.794570146361664,-69
-103.99880687687782,58
-171.37627554797302,-101
-143.01164163730363,-66
-59.038976622423604,150
4170.610603856689,4723
-165.94645175456225,105
-42.5533610973078,-137
-16.374626868670525,77
-986.6093187555632,-1307
-71.75318085741985,67
20.598472293121986,108
-122.13747081178138,-74
-151.57676778561506,53
2.625215537714425,9
-1730.757319474879,-1559
-42.96160324528064,79
-95.6043277039543,-78
-23.568720280379793,-64
-26.207552093925557,121
10977.601589621632,12293
26.083199052426238,352
-173.5945179471276,-371
98.16989808538928,-67
-75.0127365827359,-53
-120.7418583362835,-171
-92.00585415995667,-62
-21.062732425435257,12
-1670.0454090562614,-1245
61.650754551939556,-107
-22.663524620851838,-16
-164.7075482950566,27
-129.05841291456733,29
-123.69461522833963,36
-904.0826660556277,-1045
-102.33013145773718,-31
-89.3209245575997,0
0.17296059067392378,-4
-133.16583779233872,100
-586.4099457727295,-600
27.209201590516102,-13
-110.24590329656628,-265
-72.04674008043371,-27
180.44108091760694,110
-330.28650444009025,-230
-21.525091951258158,72
-180.59720838777372,-72
-282.03773889251414,-24
-94.56101304407763,66
11.143972293275091,4
-108.90329481321797,-4
-79.38464679274416,0
119.67153744262264,112
-114.96727588625225,24
-100.60577113450832,114
2481.0975352788687,2114
-102.76243819806233,-55
13.996921739052354,56
16.135658888174916,119
-185.26453330984197,-68
-7.6267493388793355,4
43.66552828491649,125
-3552.665734459267,-3802
-415.12800214090925,-166
-192.37981209825773,-38
2106.7254712538465,1246
-38.62285458848389,-18
-350.96171946708597,-36
-893.5545912075069,-754
-1381.4155387395606,-1370
15.089288178516739,8
-41.36275481259263,58
-36.77742545791445,100
9.673270619420904,93
73.75464220536234,102
-37.14936115176831,18
-136.1869699916565,0
-373.6288337618792,-186
-62.08633782609151,-38
-3261.1612403123586,-4565
-8.778137673019891,0
-273.89738689531225,-403
-122.14970805581402,-193
-128.9084437583599,-9
-78.17565698395306,67
-99.6496765939231,-6
-186.03996552423678,94
-258.6479636377373,-243
-563.2749350617792,-332
71.47900461415429,193
-138.25724422352403,102
-94.64038127254565,0
-348.9929912810536,-144
-745.8031025324563,-198
-12.854551668511974,301
-222.47509935489268,-226
-2138.680029118077,-2179
-204.6458139248292,-72
-153.9097931896912,-143
-120.55115096789415,-106
-53.78746233323574,33
118.16904137023911,69
-13.891722795853013,0
-285.9818544717277,-277
-103.9883066517971,-105
-271.8395320623344,-932
-54.86494897477651,-142
-148.29239406992667,-24
-56.25592635985628,80
-3.559212151582713,18
-36.43240301440078,-3
486.7816447258221,349
-344.0255603637662,-109
-219.57835810986847,-183
-4787.529899109269,-4651
-286.98372264659787,-30
-124.1353030788279,-6
-55.68859971187286,75
-88.80368855328149,15
-231.1059523840657,-100
-302.47670501766873,-764
-275.34381072070676,-214
-123.03008777866275,-139
-220.6739525934949,134
339.865558872892,-102
-1277.5152859730017,-808
7.932203284328359,378
-68.90092959463706,72
-282.5294250516165,-79
-56.11934706278298,-27
-169.0361679814173,-65
-841.3463447158555,-926
9.46318680671304,-40
-135.4698780598743,-8
21.057126077486828,-85
-130.21677505075655,139
-91.05280729959762,-59
-78.1139333907637,-9
-524.8295685279646,-268
-47.40049915297713,223
-7.700658535202777,129
-65.47702842083918,-582
-365.2927906699523,-462
-283.20601573564903,-294
8.445884907998547,-8
-5100.136158846256,-5829
-101.84267556467665,175
-412.5599129908174,-322
7177.460893530237,6419
-239.5940165714618,-295
-2906.4574957882437,-3056
-494.32354103909364,-295
-39.824868660479595,-24
-262.2265527512166,-67
-181.6547175392492,-180
-213.72973949601652,199
-3.4338363635466393,-27
7.133475200551388,-9
-67.68053136474059,32
49.8299222995717,126
-50.40515502287583,47
41.045258076928434,-10
-93.28216291123097,0
-2657.683601057239,-3021
171.06679693792677,-57
124.17541568287386,440
28.2779221960146,49
-107.10366329940676,95
20.78815178335074,-45
-159.56285245905752,126
-36.406741571789254,-33
-90.61707130873374,62
-108.585374785735,-38
-103.08853670065308,-17
351.1621550385448,655
13.317235415716056,11
-138.284734340493,-82
-152.47478128539973,-27
-115.16076099781012,0
231.84349980585966,254
-207.64119067159834,-67
9.438069861179947,10
