FIPS,year,tot_out,tot_in,net_out,total
13063,1994,16120.0,16774.0,-654.0,194809
13063,1995,16617.0,17323.0,-706.0,198397
13063,1996,16491.0,16801.0,-310.0,201748
13063,1997,17578.0,17322.0,256.0,204800
13063,1998,17690.0,20542.0,-2852.0,208997
13063,1999,19073.0,20068.0,-995.0,213727
13063,2000,19373.0,21580.0,-2207.0,238079
13063,2001,19170.0,22008.0,-2838.0,245327
13063,2002,20909.0,21255.0,-346.0,248954
13063,2003,20624.0,21148.0,-524.0,252631
13063,2004,21417.0,21020.0,397.0,255322
13063,2005,20897.0,19762.0,1135.0,256292
13063,2006,21972.0,22364.0,-392.0,258552
13063,2007,21555.0,21312.0,243.0,260441
13063,2008,22407.0,22380.0,27.0,262099
13063,2009,24621.0,21477.0,3144.0,260067
13063,2010,23329.0,21425.0,1904.0,259623
13063,2011,23870.0,23363.0,507.0,262081
13063,2012,30420.0,29354.0,1066.0,265371
13063,2013,27326.0,25848.0,1478.0,264133
13063,2014,21873.0,21240.0,633.0,266757
13063,2015,16865.0,18171.0,-1306.0,272874
13063,2016,19117.0,21166.0,-2049.0,279346
13063,2017,25318.0,26077.0,-759.0,284175
13063,2018,21761.0,21746.0,15.0,289229
13063,2019,21355.0,20945.0,410.0,292404
13065,1993,53.0,53.0,0.0,6345
13065,1994,56.0,59.0,-3.0,6440
13065,1995,97.0,82.0,15.0,6455
13065,1996,95.0,71.0,24.0,6564
13065,1997,81.0,81.0,0.0,6590
13065,1998,100.0,63.0,37.0,6649
13065,1999,105.0,57.0,48.0,6677
13065,2000,97.0,76.0,21.0,6831
13065,2001,33.0,62.0,-29.0,6901
13065,2002,87.0,47.0,40.0,6870
13065,2003,80.0,64.0,16.0,6933
13065,2004,88.0,19.0,69.0,6893
13065,2005,36.0,59.0,-23.0,6948
13065,2006,78.0,22.0,56.0,6828
13065,2007,84.0,49.0,35.0,6838
13065,2008,61.0,76.0,-15.0,6941
13065,2009,90.0,69.0,21.0,6799
13065,2010,113.0,78.0,35.0,6800
13065,2011,117.0,92.0,25.0,6719
13065,2012,130.0,95.0,35.0,6688
13065,2013,118.0,90.0,28.0,6756
13065,2014,54.0,0.0,54.0,6780
13065,2015,0.0,0.0,0.0,6828
13065,2016,57.0,0.0,57.0,6762
13065,2017,61.0,0.0,61.0,6658
13065,2018,0.0,0.0,0.0,6601
13065,2019,45.0,0.0,45.0,6637
13067,1993,34152.0,39829.0,-5677.0,494889
13067,1994,34619.0,40724.0,-6105.0,508747
13067,1995,35289.0,42296.0,-7007.0,524760
13067,1996,36763.0,41147.0,-4384.0,536992
13067,1997,38341.0,43631.0,-5290.0,551288
13067,1998,40111.0,44127.0,-4016.0,566060
13067,1999,41375.0,46045.0,-4670.0,583541
13067,2000,42011.0,46586.0,-4575.0,611505
13067,2001,43551.0,43673.0,-122.0,623006
13067,2002,44539.0,43011.0,1528.0,631018
13067,2003,43982.0,40094.0,3888.0,634638
13067,2004,43501.0,40401.0,3100.0,640346
13067,2005,43301.0,41996.0,1305.0,646754
13067,2006,43949.0,46759.0,-2810.0,661913
13067,2007,43327.0,43432.0,-105.0,670438
13067,2008,42981.0,42162.0,819.0,679822
13067,2009,41036.0,39020.0,2016.0,684776
13067,2010,39469.0,37517.0,1952.0,690063
13067,2011,40723.0,40110.0,613.0,696629
13067,2012,48708.0,48951.0,-243.0,706517
13067,2013,48961.0,50074.0,-1113.0,716265
13067,2014,40906.0,42859.0,-1953.0,727847
13067,2015,31070.0,32114.0,-1044.0,739428
13067,2016,43603.0,42600.0,1003.0,748767
13067,2017,61879.0,56112.0,5767.0,753361
13067,2018,45549.0,43198.0,2351.0,757133
13067,2019,44046.0,40811.0,3235.0,761060
13069,1993,481.0,504.0,-23.0,31232
13069,1994,563.0,687.0,-124.0,31939
13069,1995,498.0,672.0,-174.0,32582
13069,1996,543.0,615.0,-72.0,33080
13069,1997,513.0,722.0,-209.0,33800
13069,1998,595.0,676.0,-81.0,34230
13069,1999,559.0,710.0,-151.0,34958
13069,2000,542.0,678.0,-136.0,37592
13069,2001,614.0,714.0,-100.0,38350
13069,2002,665.0,673.0,-8.0,38791
13069,2003,570.0,507.0,63.0,39183
13069,2004,593.0,542.0,51.0,39383
13069,2005,583.0,545.0,38.0,39829
13069,2006,642.0,595.0,47.0,40702
13069,2007,567.0,505.0,62.0,41299
13069,2008,712.0,645.0,67.0,41813
13069,2009,645.0,714.0,-69.0,42089
13069,2010,639.0,583.0,56.0,42332
13069,2011,559.0,686.0,-127.0,42998
13069,2012,899.0,997.0,-98.0,43131
13069,2013,777.0,896.0,-119.0,43084
13069,2014,564.0,452.0,112.0,42893
13069,2015,392.0,556.0,-164.0,42998
13069,2016,547.0,484.0,63.0,42924
13069,2017,508.0,644.0,-136.0,42871
13069,2018,443.0,385.0,58.0,43060
13069,2019,390.0,420.0,-30.0,43278
13071,1993,664.0,614.0,50.0,37341
13071,1994,534.0,630.0,-96.0,37635
13071,1995,629.0,661.0,-32.0,38192
13071,1996,518.0,586.0,-68.0,38777
13071,1997,471.0,716.0,-245.0,39601
13071,1998,569.0,724.0,-155.0,40229
13071,1999,614.0,738.0,-124.0,40724
13071,2000,625.0,717.0,-92.0,42140
13071,2001,715.0,666.0,49.0,42223
13071,2002,624.0,746.0,-122.0,42570
13071,2003,785.0,670.0,115.0,42554
13071,2004,703.0,653.0,50.0,42987
13071,2005,645.0,602.0,43.0,42993
13071,2006,571.0,706.0,-135.0,43700
13071,2007,745.0,572.0,173.0,44209
13071,2008,847.0,869.0,-22.0,44872
13071,2009,711.0,718.0,-7.0,45152
13071,2010,730.0,807.0,-77.0,45628
13071,2011,931.0,982.0,-51.0,45778
13071,2012,2159.0,1188.0,971.0,46029
13071,2013,1158.0,880.0,278.0,46139
13071,2014,793.0,657.0,136.0,45880
13071,2015,687.0,595.0,92.0,45486
13071,2016,721.0,707.0,14.0,45471
13071,2017,923.0,979.0,-56.0,45501
13071,2018,701.0,652.0,49.0,45467
13071,2019,547.0,558.0,-11.0,45569
13073,1993,2939.0,4948.0,-2009.0,76616
13073,1994,3172.0,4831.0,-1659.0,80051
13073,1995,3045.0,4652.0,-1607.0,83954
13073,1996,3870.0,4772.0,-902.0,86087
13073,1997,3748.0,4879.0,-1131.0,88695
13073,1998,4076.0,4743.0,-667.0,90854
13073,1999,3821.0,4854.0,-1033.0,93312
13073,2000,4121.0,5230.0,-1109.0,90138
13073,2001,4119.0,4810.0,-691.0,92537
13073,2002,4027.0,5376.0,-1349.0,95818
13073,2003,4127.0,5680.0,-1553.0,98761
13073,2004,4111.0,6164.0,-2053.0,102934
13073,2005,3886.0,5759.0,-1873.0,106477
13073,2006,4038.0,6347.0,-2309.0,110845
13073,2007,4049.0,6029.0,-1980.0,115074
13073,2008,4499.0,5672.0,-1173.0,117504
13073,2009,4418.0,5753.0,-1335.0,121050
13073,2010,4436.0,6068.0,-1632.0,124815
13073,2011,5194.0,6768.0,-1574.0,128832
13073,2012,5920.0,8442.0,-2522.0,132601
13073,2013,6220.0,8169.0,-1949.0,136232
13073,2014,4895.0,7038.0,-2143.0,139223
13073,2015,3416.0,4608.0,-1192.0,143991
13073,2016,5622.0,7100.0,-1478.0,147622
13073,2017,8350.0,11111.0,-2761.0,151757
13073,2018,5882.0,7623.0,-1741.0,154399
13073,2019,5405.0,7032.0,-1627.0,157129
13075,1993,295.0,444.0,-149.0,13776
13075,1994,321.0,332.0,-11.0,13994
13075,1995,385.0,406.0,-21.0,14063
13075,1996,382.0,450.0,-68.0,14297
13075,1997,374.0,530.0,-156.0,14626
13075,1998,322.0,513.0,-191.0,14988
13075,1999,396.0,452.0,-56.0,15197
13075,2000,418.0,459.0,-41.0,15855
13075,2001,455.0,471.0,-16.0,15885
13075,2002,450.0,436.0,14.0,15985
13075,2003,448.0,440.0,8.0,16060
13075,2004,494.0,514.0,-20.0,16268
13075,2005,422.0,442.0,-20.0,16567
13075,2006,496.0,466.0,30.0,16622
13075,2007,430.0,426.0,4.0,16848
13075,2008,484.0,550.0,-66.0,17067
13075,2009,451.0,458.0,-7.0,17114
13075,2010,471.0,542.0,-71.0,17227
13075,2011,559.0,544.0,15.0,17036
13075,2012,704.0,732.0,-28.0,16906
13075,2013,537.0,660.0,-123.0,17055
13075,2014,480.0,496.0,-16.0,17307
13075,2015,347.0,377.0,-30.0,17076
13075,2016,414.0,447.0,-33.0,17175
13075,2017,618.0,554.0,64.0,17217
13075,2018,433.0,523.0,-90.0,17161
13075,2019,448.0,464.0,-16.0,17241
13077,1993,1737.0,3539.0,-1802.0,63623
13077,1994,1610.0,3913.0,-2303.0,67919
13077,1995,1699.0,4084.0,-2385.0,72072
13077,1996,2035.0,4091.0,-2056.0,76420
13077,1997,2002.0,4408.0,-2406.0,80740
13077,1998,2294.0,4401.0,-2107.0,85118
13077,1999,2560.0,4513.0,-1953.0,89401
13077,2000,2930.0,4490.0,-1560.0,90117
13077,2001,2892.0,4537.0,-1645.0,93627
13077,2002,3179.0,4544.0,-1365.0,97191
13077,2003,3180.0,4948.0,-1768.0,100382
13077,2004,3128.0,4978.0,-1850.0,104089
13077,2005,3121.0,5235.0,-2114.0,108371
13077,2006,3447.0,5956.0,-2509.0,113749
13077,2007,3729.0,5645.0,-1916.0,118156
13077,2008,3683.0,5822.0,-2139.0,122281
13077,2009,3731.0,5409.0,-1678.0,125501
13077,2010,3882.0,4575.0,-693.0,127955
13077,2011,6645.0,5083.0,1562.0,129390
13077,2012,8768.0,7384.0,1384.0,130614
13077,2013,7972.0,8060.0,-88.0,132980
13077,2014,5590.0,6567.0,-977.0,135191
13077,2015,3709.0,4251.0,-542.0,138217
13077,2016,4269.0,4982.0,-713.0,140561
13077,2017,5774.0,7788.0,-2014.0,143218
13077,2018,4515.0,5495.0,-980.0,146063
13077,2019,4250.0,5372.0,-1122.0,148504
13079,1993,241.0,304.0,-63.0,9575
13079,1994,202.0,299.0,-97.0,9847
13079,1995,215.0,283.0,-68.0,10156
13079,1996,320.0,514.0,-194.0,10428
13079,1997,381.0,929.0,-548.0,10731
13079,1998,799.0,572.0,227.0,10655
13079,1999,499.0,443.0,56.0,10414
13079,2000,423.0,442.0,-19.0,12408
13079,2001,359.0,456.0,-97.0,12496
13079,2002,337.0,390.0,-53.0,12553
13079,2003,484.0,534.0,-50.0,12592
13079,2004,499.0,547.0,-48.0,12784
13079,2005,457.0,540.0,-83.0,12875
13079,2006,460.0,510.0,-50.0,12943
13079,2007,450.0,455.0,-5.0,12895
13079,2008,507.0,529.0,-22.0,12967
13079,2009,549.0,414.0,135.0,12711
13079,2010,394.0,393.0,1.0,12591
13079,2011,383.0,441.0,-58.0,12576
13079,2012,680.0,562.0,118.0,12567
13079,2013,556.0,461.0,95.0,12474
13079,2014,431.0,576.0,-145.0,12395
13079,2015,339.0,375.0,-36.0,12351
13079,2016,423.0,439.0,-16.0,12250
13079,2017,572.0,557.0,15.0,12236
13079,2018,389.0,476.0,-87.0,12273
13079,2019,379.0,416.0,-37.0,12345
13081,1993,407.0,364.0,43.0,20328
13081,1994,266.0,319.0,-53.0,20543
13081,1995,370.0,354.0,16.0,20561
13081,1996,430.0,310.0,120.0,20694
13081,1997,481.0,314.0,167.0,20539
13081,1998,348.0,332.0,16.0,20693
13081,1999,450.0,397.0,53.0,20637
13081,2000,377.0,417.0,-40.0,22018
13081,2001,412.0,363.0,49.0,22184
13081,2002,311.0,347.0,-36.0,22284
13081,2003,456.0,299.0,157.0,22194
13081,2004,392.0,362.0,30.0,22320
13081,2005,404.0,406.0,-2.0,22456
13081,2006,450.0,432.0,18.0,22718
13081,2007,491.0,409.0,82.0,23146
13081,2008,483.0,454.0,29.0,23243
13081,2009,504.0,501.0,3.0,23378
13081,2010,451.0,436.0,15.0,23423
13081,2011,640.0,689.0,-49.0,23753
13081,2012,880.0,849.0,31.0,23593
13081,2013,732.0,602.0,130.0,23304
13081,2014,461.0,329.0,132.0,23064
13081,2015,185.0,296.0,-111.0,22961
13081,2016,238.0,296.0,-58.0,22882
13081,2017,426.0,352.0,74.0,22675
13081,2018,281.0,263.0,18.0,22572
13081,2019,307.0,257.0,50.0,22382
13083,1993,435.0,427.0,8.0,13552
13083,1994,374.0,441.0,-67.0,13929
13083,1995,405.0,486.0,-81.0,14150
13083,1996,422.0,478.0,-56.0,14477
13083,1997,488.0,492.0,-4.0,14604
13083,1998,403.0,647.0,-244.0,15057
13083,1999,454.0,544.0,-90.0,15344
13083,2000,535.0,563.0,-28.0,15199
13083,2001,441.0,603.0,-162.0,15520
13083,2002,471.0,561.0,-90.0,15658
13083,2003,459.0,555.0,-96.0,15901
13083,2004,480.0,516.0,-36.0,16028
13083,2005,479.0,507.0,-28.0,16188
13083,2006,485.0,486.0,-1.0,16411
13083,2007,509.0,453.0,56.0,16648
13083,2008,551.0,522.0,29.0,16651
13083,2009,505.0,458.0,47.0,16657
13083,2010,421.0,431.0,-10.0,16609
13083,2011,471.0,382.0,89.0,16605
13083,2012,559.0,476.0,83.0,16528
13083,2013,500.0,450.0,50.0,16466
13083,2014,463.0,332.0,131.0,16299
13083,2015,345.0,296.0,49.0,16176
13083,2016,414.0,399.0,15.0,16249
13083,2017,550.0,535.0,15.0,16270
13083,2018,480.0,372.0,108.0,16238
13083,2019,500.0,396.0,104.0,16103
13085,1993,378.0,706.0,-328.0,10700
13085,1994,353.0,812.0,-459.0,11317
13085,1995,436.0,971.0,-535.0,12200
13085,1996,483.0,958.0,-475.0,13046
13085,1997,491.0,910.0,-419.0,13953
13085,1998,532.0,1016.0,-484.0,14898
13085,1999,682.0,1148.0,-466.0,15945
13085,2000,638.0,1215.0,-577.0,16238
13085,2001,787.0,1183.0,-396.0,16875
13085,2002,860.0,1312.0,-452.0,17521
13085,2003,804.0,1283.0,-479.0,18406
13085,2004,855.0,1157.0,-302.0,18831
13085,2005,732.0,1136.0,-404.0,19611
13085,2006,793.0,1211.0,-418.0,20660
13085,2007,804.0,1212.0,-408.0,21509
13085,2008,858.0,1098.0,-240.0,21951
13085,2009,838.0,1077.0,-239.0,22325
13085,2010,966.0,1043.0,-77.0,22343
13085,2011,937.0,978.0,-41.0,22334
13085,2012,1001.0,1368.0,-367.0,22511
13085,2013,1172.0,1184.0,-12.0,22730
13085,2014,979.0,1246.0,-267.0,23024
13085,2015,743.0,898.0,-155.0,23371
13085,2016,1062.0,1408.0,-346.0,23664
13085,2017,1474.0,2130.0,-656.0,24410
13085,2018,1073.0,1527.0,-454.0,25106
13085,2019,1091.0,1794.0,-703.0,26091
13087,1993,530.0,537.0,-7.0,26051
13087,1994,489.0,473.0,16.0,26181
13087,1995,615.0,1809.0,-1194.0,26299
13087,1996,1325.0,8001.0,-6676.0,26433
13087,1997,9111.0,440.0,8671.0,26679
13087,1998,560.0,562.0,-2.0,27021
13087,1999,557.0,476.0,81.0,27128
13087,2000,543.0,528.0,15.0,28223
13087,2001,607.0,488.0,119.0,27870
13087,2002,540.0,499.0,41.0,27892
13087,2003,486.0,547.0,-61.0,27795
13087,2004,569.0,581.0,-12.0,27763
13087,2005,610.0,501.0,109.0,27511
13087,2006,464.0,549.0,-85.0,27835
13087,2007,471.0,527.0,-56.0,27883
13087,2008,518.0,557.0,-39.0,28010
13087,2009,501.0,527.0,-26.0,28058
13087,2010,494.0,495.0,-1.0,27813
13087,2011,525.0,494.0,31.0,27655
13087,2012,832.0,691.0,141.0,27449
13087,2013,590.0,643.0,-53.0,27401
13087,2014,514.0,497.0,17.0,27183
13087,2015,389.0,291.0,98.0,27063
13087,2016,356.0,390.0,-34.0,26682
13087,2017,485.0,454.0,31.0,26727
13087,2018,394.0,382.0,12.0,26613
13087,2019,366.0,393.0,-27.0,26496
13089,1993,49826.0,49511.0,315.0,568274
13089,1994,51322.0,50717.0,605.0,576469
13089,1995,53228.0,50046.0,3182.0,582953
13089,1996,48977.0,45756.0,3221.0,587594
13089,1997,51028.0,45374.0,5654.0,590443
13089,1998,55622.0,47081.0,8541.0,592870
13089,1999,54024.0,48191.0,5833.0,596853
13089,2000,54717.0,49017.0,5700.0,668271
13089,2001,56672.0,46979.0,9693.0,670900
13089,2002,57952.0,46454.0,11498.0,669789
13089,2003,56294.0,44764.0,11530.0,668148
13089,2004,55689.0,45516.0,10173.0,666204
13089,2005,52972.0,45016.0,7956.0,668998
13089,2006,53838.0,49328.0,4510.0,676687
13089,2007,53811.0,47918.0,5893.0,680962
13089,2008,53290.0,49051.0,4239.0,685646
13089,2009,52343.0,48000.0,4343.0,690658
13089,2010,52621.0,47522.0,5099.0,692902
13089,2011,54545.0,50966.0,3579.0,698496
13089,2012,65706.0,63483.0,2223.0,710783
13089,2013,65754.0,61165.0,4589.0,718026
13089,2014,56439.0,52102.0,4337.0,725247
13089,2015,42108.0,42285.0,-177.0,734846
13089,2016,54559.0,51688.0,2871.0,747299
13089,2017,71472.0,63125.0,8347.0,751680
13089,2018,54930.0,49473.0,5457.0,755514
13089,2019,52706.0,47652.0,5054.0,759932
13091,1993,335.0,414.0,-79.0,17866
13091,1994,446.0,361.0,85.0,17788
13091,1995,351.0,327.0,24.0,17778
13091,1996,275.0,403.0,-128.0,18030
13091,1997,258.0,251.0,7.0,18087
13091,1998,291.0,241.0,50.0,18120
13091,1999,294.0,315.0,-21.0,18146
13091,2000,316.0,292.0,24.0,19168
13091,2001,271.0,282.0,-11.0,19513
13091,2002,273.0,237.0,36.0,19771
13091,2003,273.0,252.0,21.0,20180
13091,2004,335.0,317.0,18.0,20319
13091,2005,337.0,312.0,25.0,20550
13091,2006,340.0,309.0,31.0,20954
13091,2007,303.0,284.0,19.0,21225
13091,2008,347.0,273.0,74.0,21399
13091,2009,382.0,323.0,59.0,21659
13091,2010,336.0,300.0,36.0,21775
13091,2011,341.0,307.0,34.0,21606
13091,2012,535.0,387.0,148.0,21511
13091,2013,454.0,442.0,12.0,21424
13091,2014,325.0,264.0,61.0,21167
13091,2015,299.0,258.0,41.0,21133
13091,2016,361.0,220.0,141.0,20866
13091,2017,350.0,396.0,-46.0,20777
13091,2018,404.0,305.0,99.0,20858
13091,2019,283.0,344.0,-61.0,20672
13093,1993,193.0,264.0,-71.0,10232
13093,1994,179.0,120.0,59.0,10104
13093,1995,165.0,215.0,-50.0,10205
13093,1996,257.0,265.0,-8.0,10390
13093,1997,247.0,320.0,-73.0,10479
13093,1998,344.0,208.0,136.0,10409
13093,1999,266.0,281.0,-15.0,10433
13093,2000,362.0,254.0,108.0,11519
13093,2001,265.0,288.0,-23.0,12040
13093,2002,303.0,260.0,43.0,12207
13093,2003,321.0,294.0,27.0,12508
13093,2004,354.0,260.0,94.0,12848
13093,2005,348.0,321.0,27.0,13292
13093,2006,389.0,300.0,89.0,13719
13093,2007,335.0,263.0,72.0,13867
13093,2008,294.0,250.0,44.0,14191
13093,2009,305.0,289.0,16.0,14769
13093,2010,312.0,259.0,53.0,14869
13093,2011,279.0,190.0,89.0,14610
13093,2012,454.0,344.0,110.0,14414
13093,2013,286.0,309.0,-23.0,14373
13093,2014,240.0,226.0,14.0,14248
13093,2015,201.0,147.0,54.0,14033
13093,2016,233.0,214.0,19.0,13870
13093,2017,254.0,223.0,31.0,13694
13093,2018,256.0,138.0,118.0,13718
13093,2019,242.0,171.0,71.0,13400
13095,1993,3784.0,3123.0,661.0,97588
13095,1994,3695.0,3018.0,677.0,97405
13095,1995,4033.0,3008.0,1025.0,96602
13095,1996,3676.0,2947.0,729.0,96304
13095,1997,4012.0,2950.0,1062.0,95549
13095,1998,3793.0,2878.0,915.0,95019
13095,1999,4058.0,2963.0,1095.0,94080
13095,2000,3731.0,2858.0,873.0,95859
13095,2001,3593.0,3008.0,585.0,95944
13095,2002,3481.0,2995.0,486.0,95429
13095,2003,3544.0,2924.0,620.0,95015
13095,2004,3607.0,3049.0,558.0,94596
13095,2005,3497.0,2938.0,559.0,94610
13095,2006,3898.0,3079.0,819.0,94418
13095,2007,3341.0,2995.0,346.0,94522
13095,2008,3598.0,3117.0,481.0,94363
13095,2009,3516.0,3167.0,349.0,94688
13095,2010,3447.0,2993.0,454.0,94577
13095,2011,3574.0,3189.0,385.0,95080
13095,2012,4527.0,4010.0,517.0,94716
13095,2013,4285.0,3446.0,839.0,93441
13095,2014,3219.0,2560.0,659.0,92775
13095,2015,2573.0,2044.0,529.0,91556
13095,2016,2930.0,2203.0,727.0,90365
13095,2017,3916.0,2763.0,1153.0,89537
13095,2018,2860.0,2051.0,809.0,89247
13095,2019,2577.0,1975.0,602.0,87854
13097,1993,3572.0,4773.0,-1201.0,77319
13097,1994,3511.0,5030.0,-1519.0,79735
13097,1995,3943.0,5099.0,-1156.0,81732
13097,1996,3761.0,4819.0,-1058.0,84290
13097,1997,4141.0,4718.0,-577.0,86633
13097,1998,4111.0,5819.0,-1708.0,89398
13097,1999,4906.0,5248.0,-342.0,91175
13097,2000,5205.0,5414.0,-209.0,92774
13097,2001,5223.0,6250.0,-1027.0,95720
13097,2002,5605.0,6545.0,-940.0,98582
13097,2003,5635.0,7176.0,-1541.0,102034
13097,2004,5593.0,8610.0,-3017.0,107377
13097,2005,6204.0,9260.0,-3056.0,113354
13097,2006,6611.0,10087.0,-3476.0,119918
13097,2007,7460.0,10536.0,-3076.0,125560
13097,2008,8026.0,9892.0,-1866.0,129508
13097,2009,8246.0,8695.0,-449.0,131292
13097,2010,7630.0,7724.0,-94.0,132722
13097,2011,7839.0,7997.0,-158.0,133128
13097,2012,10052.0,10149.0,-97.0,133597
13097,2013,9207.0,10072.0,-865.0,136081
13097,2014,7416.0,7946.0,-530.0,138082
13097,2015,5978.0,6579.0,-601.0,140264
13097,2016,7699.0,8218.0,-519.0,141824
13097,2017,10458.0,11151.0,-693.0,143563
13097,2018,8303.0,9172.0,-869.0,145260
13097,2019,8048.0,8673.0,-625.0,146680
13099,1993,225.0,142.0,83.0,12068
13099,1994,163.0,139.0,24.0,12065
13099,1995,277.0,172.0,105.0,12090
13099,1996,387.0,361.0,26.0,12158
13099,1997,410.0,343.0,67.0,12132
13099,1998,206.0,151.0,55.0,12171
13099,1999,222.0,213.0,9.0,12127
13099,2000,208.0,134.0,74.0,12303
13099,2001,188.0,150.0,38.0,12207
13099,2002,222.0,174.0,48.0,12047
13099,2003,263.0,319.0,-56.0,11978
13099,2004,265.0,189.0,76.0,11800
13099,2005,272.0,168.0,104.0,11749
13099,2006,214.0,192.0,22.0,11648
13099,2007,235.0,148.0,87.0,11429
13099,2008,257.0,185.0,72.0,11262
13099,2009,189.0,104.0,85.0,11101
13099,2010,87.0,109.0,-22.0,10988
13099,2011,221.0,100.0,121.0,10791
13099,2012,319.0,252.0,67.0,10641
13099,2013,213.0,245.0,-32.0,10543
13099,2014,70.0,95.0,-25.0,10451
13099,2015,46.0,47.0,-1.0,10459
13099,2016,75.0,168.0,-93.0,10310
13099,2017,133.0,99.0,34.0,10313
13099,2018,57.0,68.0,-11.0,10255
13099,2019,56.0,53.0,3.0,10176
13101,1993,46.0,67.0,-21.0,2251
13101,1994,55.0,31.0,24.0,2176
13101,1995,37.0,57.0,-20.0,2283
13101,1996,55.0,71.0,-16.0,2342
13101,1997,0.0,82.0,-82.0,2407
13101,1998,69.0,62.0,7.0,2361
13101,1999,0.0,80.0,-80.0,2534
13101,2000,0.0,69.0,-69.0,3782
13101,2001,67.0,63.0,4.0,3774
13101,2002,80.0,52.0,28.0,3751
13101,2003,42.0,57.0,-15.0,3844
13101,2004,89.0,80.0,9.0,3926
13101,2005,65.0,77.0,-12.0,3946
13101,2006,82.0,61.0,21.0,3913
13101,2007,86.0,65.0,21.0,3938
13101,2008,108.0,76.0,32.0,3954
13101,2009,68.0,86.0,-18.0,4012
13101,2010,114.0,65.0,49.0,4050
13101,2011,105.0,95.0,10.0,4063
13101,2012,184.0,137.0,47.0,3965
13101,2013,174.0,194.0,-20.0,3992
13101,2014,145.0,148.0,-3.0,4027
13101,2015,79.0,95.0,-16.0,4024
13101,2016,156.0,86.0,70.0,3934
13101,2017,143.0,108.0,35.0,3888
13101,2018,103.0,126.0,-23.0,3933
13101,2019,119.0,111.0,8.0,3963
13103,1993,807.0,1376.0,-569.0,28856
13103,1994,753.0,2189.0,-1436.0,30369
13103,1995,751.0,1523.0,-772.0,31813
13103,1996,790.0,1417.0,-627.0,33172
13103,1997,761.0,1699.0,-938.0,35053
13103,1998,802.0,1545.0,-743.0,36565
13103,1999,1043.0,1929.0,-886.0,38370
13103,2000,992.0,1685.0,-693.0,37755
13103,2001,946.0,1730.0,-784.0,39116
13103,2002,895.0,1774.0,-879.0,40757
13103,2003,1115.0,1936.0,-821.0,42168
13103,2004,1046.0,1890.0,-844.0,43674
13103,2005,1184.0,2273.0,-1089.0,45729
13103,2006,1395.0,2381.0,-986.0,47823
13103,2007,1317.0,2308.0,-991.0,49660
13103,2008,1454.0,2006.0,-552.0,50738
13103,2009,1533.0,2048.0,-515.0,51908
13103,2010,1663.0,2029.0,-366.0,52436
13103,2011,1883.0,1854.0,29.0,52709
13103,2012,1870.0,2289.0,-419.0,53360
13103,2013,1909.0,2310.0,-401.0,54456
13103,2014,1577.0,2165.0,-588.0,55452
13103,2015,1292.0,1639.0,-347.0,57125
13103,2016,1588.0,2530.0,-942.0,58705
13103,2017,2149.0,3591.0,-1442.0,60121
13103,2018,1670.0,2811.0,-1141.0,62274
13103,2019,1739.0,2595.0,-856.0,64342
13105,1993,221.0,230.0,-9.0,19054
13105,1994,300.0,279.0,21.0,19134
13105,1995,244.0,236.0,8.0,19135
13105,1996,246.0,250.0,-4.0,19220
13105,1997,298.0,251.0,47.0,19190
13105,1998,260.0,318.0,-58.0,19322
13105,1999,304.0,292.0,12.0,19363
13105,2000,338.0,224.0,114.0,20464
13105,2001,298.0,350.0,-52.0,20544
13105,2002,253.0,302.0,-49.0,20610
13105,2003,310.0,322.0,-12.0,20572
13105,2004,273.0,328.0,-55.0,20693
13105,2005,343.0,254.0,89.0,20593
13105,2006,313.0,306.0,7.0,20631
13105,2007,402.0,316.0,86.0,20551
13105,2008,371.0,301.0,70.0,20477
13105,2009,418.0,307.0,111.0,20335
13105,2010,415.0,290.0,125.0,20112
13105,2011,412.0,363.0,49.0,19822
13105,2012,537.0,423.0,114.0,19577
13105,2013,494.0,424.0,70.0,19492
13105,2014,428.0,316.0,112.0,19391
13105,2015,282.0,303.0,-21.0,19303
13105,2016,375.0,205.0,170.0,19122
13105,2017,384.0,316.0,68.0,19104
13105,2018,329.0,338.0,-9.0,19053
13105,2019,269.0,350.0,-81.0,19205
13107,1993,447.0,443.0,4.0,20922
13107,1994,399.0,436.0,-37.0,20853
13107,1995,542.0,375.0,167.0,20875
13107,1996,430.0,476.0,-46.0,20960
13107,1997,484.0,394.0,90.0,20993
13107,1998,373.0,341.0,32.0,21017
13107,1999,383.0,379.0,4.0,21042
13107,2000,471.0,408.0,63.0,21851
13107,2001,437.0,319.0,118.0,21683
13107,2002,416.0,334.0,82.0,21511
13107,2003,374.0,366.0,8.0,21616
13107,2004,403.0,250.0,153.0,21579
13107,2005,467.0,400.0,67.0,21777
13107,2006,399.0,417.0,-18.0,22091
13107,2007,494.0,445.0,49.0,22109
13107,2008,468.0,424.0,44.0,22421
13107,2009,588.0,396.0,192.0,22456
13107,2010,395.0,386.0,9.0,22664
13107,2011,465.0,384.0,81.0,22489
13107,2012,587.0,558.0,29.0,22727
13107,2013,557.0,623.0,-66.0,22626
13107,2014,413.0,463.0,-50.0,22476
13107,2015,256.0,289.0,-33.0,22465
13107,2016,269.0,267.0,2.0,22405
13107,2017,318.0,379.0,-61.0,22528
13107,2018,342.0,258.0,84.0,22582
13107,2019,318.0,224.0,94.0,22600
13109,1993,177.0,317.0,-140.0,9200
13109,1994,194.0,249.0,-55.0,9195
