,AQI,Net Migration Outflow,year
4783,42.0,2572,1995
4784,42.0,2247,1996
4785,39.0,2699,1997
4786,48.0,3249,1998
4787,45.0,2855,1999
4788,44.0,2694,2000
4789,39.0,2060,2001
4790,45.0,2245,2002
4791,45.0,2174,2003
4792,40.0,1951,2004
4793,48.0,3049,2005
4794,45.0,3225,2006
4795,44.0,2518,2007
4796,43.0,2474,2008
4797,42.0,2075,2009
4798,40.0,1931,2010
4799,35.0,1478,2011
4800,37.0,2991,2012
4801,37.0,2048,2013
4802,39.0,1502,2014
4803,40.0,403,2015
4804,39.0,1122,2016
4805,37.0,2699,2017
4806,37.0,1802,2018
4807,35.0,1696,2019
4808,35.0,-628,1999
4809,29.0,-713,2000
4810,30.0,-936,2001
4811,25.0,-548,2002
4812,35.0,-99,1993
4813,40.0,-146,1994
4814,39.0,-196,1995
4815,40.0,-120,1996
4816,35.0,-137,1997
4817,41.0,-46,1998
4818,41.0,-65,1999
4819,38.0,-40,2000
4820,44.0,118,2001
4821,42.0,60,2002
4822,41.0,-23,2003
4823,37.0,51,2004
4824,41.0,30,2005
4825,40.0,49,2006
4826,41.0,16,2007
4827,39.0,40,2008
4828,38.0,46,2009
4829,40.0,73,2010
4830,40.0,19,2011
4831,44.0,7,2012
4832,40.0,-17,2013
4833,38.0,-41,2014
4834,39.0,30,2015
4835,38.0,52,2016
4836,37.0,-235,2017
4837,38.0,40,2018
4838,36.0,32,2019
4839,14.0,-12,1993
4840,10.0,119,1994
4841,33.0,-329,1993
4842,35.0,-118,1994
4843,38.0,-43,1995
4844,31.0,3,1996
4845,35.0,-147,1997
4846,36.0,-30,1998
4847,36.0,4,1999
4848,37.0,-227,2000
4849,33.0,-107,2006
4850,40.0,-94,2007
4851,39.0,-17,2008
4852,36.0,8,2009
4853,37.0,53,2010
4854,37.0,-63,2011
4855,40.0,-47,2012
4856,37.0,-4,2013
4857,35.0,-26,2014
4858,34.0,23,2015
4859,32.0,39,2016
4860,37.0,-179,2017
4861,33.0,-117,2018
4862,35.0,-72,2019
4863,34.0,1035,1993
4864,36.0,964,1994
4865,39.0,-305,1995
4866,35.0,-125,1996
4867,31.0,375,1997
4868,40.0,304,1998
4869,41.0,348,1999
4870,42.0,-419,2000
4871,42.0,926,2001
4872,41.0,152,2002
4873,39.0,579,2003
4874,38.0,621,2004
4875,43.0,1000,2005
4876,39.0,1607,2006
4877,40.0,1881,2007
4878,38.0,3916,2008
4879,35.0,1225,2009
4880,38.0,1058,2010
4881,38.0,600,2011
4882,40.0,1217,2012
4883,37.0,1131,2013
4884,43.0,1454,2014
4885,42.0,879,2015
4886,40.0,1931,2016
4887,40.0,3339,2017
4888,40.0,1669,2018
4889,39.0,2870,2019
4890,40.0,3806,1993
4891,41.0,621,1994
4892,43.0,206,1995
4893,43.0,-856,1996
4894,37.0,-1319,1997
4895,41.0,-1375,1998
4896,44.0,-1468,1999
4897,43.0,-998,2000
4898,45.0,-758,2001
4899,46.0,-909,2002
4900,37.0,-1272,2003
4901,38.0,-847,2004
4902,43.0,-74,2005
4903,37.0,-295,2006
4904,40.0,-189,2007
4905,42.0,352,2008
4906,40.0,661,2009
4907,40.0,555,2010
4908,39.0,199,2011
4909,36.0,235,2012
4910,32.0,-138,2013
4911,41.0,-59,2014
4912,41.0,-209,2015
4913,37.0,-520,2016
4914,40.0,-1245,2017
4915,40.0,-527,2018
4916,40.0,-345,2019
4917,10.0,-419,1993
4918,14.0,-400,1994
4919,17.0,1066,1993
4920,18.0,1809,1994
4921,9.0,1043,1995
4922,31.0,1294,1999
4923,34.0,1371,2000
4924,38.0,893,2001
4925,39.0,593,2002
4926,38.0,707,2003
4927,29.0,573,2004
4928,38.0,1162,2005
4929,13.0,13,1999
4930,13.0,12,2000
4931,17.0,19,2001
4932,31.0,27,2002
4933,37.0,1,2003
4934,35.0,-33,2004
4935,33.0,53,2005
4936,35.0,10,2006
4937,34.0,34,2007
4938,32.0,37,2008
4939,31.0,-37,2009
4940,32.0,5,2010
4941,34.0,-3,2011
4942,34.0,-127,2012
4943,34.0,16,2013
4944,30.0,0,2014
4945,31.0,0,2015
4946,29.0,46,2016
4947,30.0,7,2017
4948,31.0,58,2018
4949,31.0,-3,2019
4950,16.0,-4,1993
4951,15.0,-319,1994
4952,14.0,-323,1995
4953,15.0,-175,1996
4954,33.0,-308,1993
4955,35.0,-179,1994
4956,37.0,-221,1995
4957,31.0,-278,1996
4958,35.0,-96,1997
4959,35.0,-58,1998
4960,36.0,-175,1999
4961,33.0,-37,2000
4962,33.0,-70,2001
4963,32.0,-15,2002
4964,33.0,-195,2003
4965,33.0,-63,2004
4966,35.0,-91,2005
4967,34.0,83,2006
4968,36.0,4,2007
4969,35.0,16,2008
4970,33.0,235,2009
4971,36.0,-5,2010
4972,36.0,83,2011
4973,34.0,144,2012
4974,34.0,14,2013
4975,34.0,-17,2014
4976,34.0,-26,2015
4977,34.0,44,2016
4978,33.0,-47,2017
4979,35.0,-109,2018
4980,33.0,-101,2019
4981,26.0,-24677,1993
4982,25.0,-9024,1994
4983,23.0,-8506,1995
4984,19.0,-460,1996
4985,17.0,2296,1997
4986,27.0,3636,1998
4987,36.0,4007,1999
4988,30.0,3336,2000
4989,33.0,6048,2001
4990,33.0,9064,2002
4991,31.0,5250,2003
4992,32.0,5065,2004
4993,36.0,7031,2005
4994,30.0,8094,2006
4995,42.0,7837,2007
4996,43.0,5863,2008
4997,43.0,3297,2009
4998,43.0,2407,2010
4999,42.0,-1706,2011
5000,44.0,-3625,2012
5001,40.0,-1144,2013
5002,40.0,17127,2014
5003,41.0,1412,2015
5004,40.0,2639,2016
5005,40.0,4269,2017
5006,40.0,2842,2018
5007,38.0,5308,2019
5008,41.0,212,1993
5009,44.0,233,1994
5010,44.0,81,1995
5011,42.0,37,1996
5012,42.0,-16,1997
5013,46.0,-163,1998
5014,46.0,-135,1999
5015,42.0,-239,2000
5016,44.0,-46,2001
5017,44.0,25,2002
5018,44.0,-199,2003
5019,37.0,-321,2004
5020,46.0,-644,2005
5021,43.0,135,2006
5022,44.0,101,2007
5023,41.0,-4,2008
5024,40.0,525,2009
5025,41.0,222,2010
5026,39.0,647,2011
5027,43.0,-349,2012
5028,42.0,66,2013
5029,41.0,82,2014
5030,42.0,-80,2015
5031,41.0,-414,2016
5032,39.0,-762,2017
5033,40.0,-573,2018
5034,38.0,-525,2019
5035,45.0,-139,1993
5036,42.0,-235,1994
5037,45.0,-119,1995
5038,44.0,-135,1996
5039,44.0,-95,1997
5040,44.0,-88,1998
5041,44.0,-6,1999
5042,40.0,39,2000
5043,42.0,-116,2001
5044,43.0,-137,2002
5045,43.0,-102,2003
5046,38.0,-97,2004
5047,41.0,-125,2005
5048,39.0,-65,2006
5049,42.0,77,2007
5050,44.0,-107,2008
5051,38.0,-52,2009
5052,39.0,-88,2010
5053,38.0,-1,2011
5054,42.0,-93,2012
5055,40.0,-65,2013
5056,39.0,-38,2014
5057,39.0,21,2015
5058,38.0,0,2016
5059,38.0,-44,2017
5060,37.0,41,2018
5061,35.0,-131,2019
5062,26.0,-482,1993
5063,11.0,843,1994
5064,10.0,2954,1995
5065,15.0,1697,1996
5066,10.0,294,1997
5067,6.0,146,1998
5068,19.0,-113,1993
5069,24.0,-251,1994
5070,35.0,-404,1993
5071,19.0,-1248,1994
5072,20.0,-1072,1995
5073,19.0,-1109,1996
5074,18.0,-1055,1997
5075,15.0,-978,1998
5076,50.0,-1065,1999
5077,55.0,-1376,2000
5078,52.0,-930,2001
5079,55.0,-998,2002
5080,51.0,-1306,2003
5081,45.0,-1081,2004
5082,52.0,-1312,2005
5083,50.0,-1042,2006
5084,52.0,-574,2007
5085,45.0,-236,2008
5086,39.0,-121,2009
5087,35.0,-333,2010
5088,37.0,8,2011
5089,41.0,-51,2012
5090,6.0,64,2013
5091,6.0,-271,2014
5092,7.0,-122,2015
5093,4.0,-210,2016
5094,1.0,-1352,2017
5095,1.0,-1020,2018
5096,1.0,-705,2019
5097,44.0,-91,1998
5098,45.0,-159,1999
5099,21.0,-148,2000
5100,43.0,-140,2001
5101,34.0,-136,2002
5102,32.0,-105,2003
5103,38.0,-46,2004
5104,41.0,73,2005
5105,40.0,-19,2006
5106,40.0,-53,2007
5107,39.0,-16,2008
5108,35.0,35,2009
5109,34.0,29,2010
5110,35.0,7,2011
5111,37.0,117,2012
5112,37.0,-36,2013
5113,37.0,37,2014
5114,37.0,-108,2015
5115,36.0,-65,2016
5116,36.0,-18,2017
5117,36.0,69,2018
5118,35.0,-5,2019
5119,44.0,-1860,1994
5120,39.0,-1932,1995
5121,41.0,-2196,1996
5122,41.0,-2045,1997
5123,44.0,-1853,1998
5124,46.0,-1805,1999
5125,43.0,-1385,2000
5126,47.0,-917,2001
5127,45.0,149,2002
5128,44.0,-910,2003
5129,41.0,-386,2004
5130,48.0,-338,2005
5131,44.0,-777,2006
5132,47.0,-369,2007
5133,43.0,-249,2008
5134,40.0,277,2009
5135,42.0,135,2010
5136,40.0,-760,2011
5137,34.0,-1323,2012
5138,31.0,-1722,2013
5139,43.0,-551,2014
5140,19.0,-454,2015
5141,11.0,-696,2016
5142,33.0,-1977,2017
5143,36.0,-1049,2018
5144,35.0,-926,2019
5145,41.0,72,1993
5146,39.0,-141,1994
5147,41.0,-39,1995
5148,36.0,-118,1996
5149,31.0,-4,1997
5150,38.0,-57,1998
5151,26.0,-110,1999
5152,51.0,-393,2002
5153,52.0,-384,2003
5154,53.0,-415,2004
5155,54.0,-177,2005
5156,38.0,-220,2006
5157,40.0,163,1993
5158,42.0,793,1994
5159,44.0,405,1995
5160,39.0,941,1996
5161,36.0,146,1997
5162,38.0,660,1998
5163,44.0,476,1999
5164,45.0,849,2000
5165,43.0,623,2001
5166,43.0,808,2002
5167,43.0,218,2003
5168,45.0,507,2004
5169,49.0,566,2005
5170,44.0,-202,2006
5171,52.0,-113,2007
5172,43.0,-84,2008
5173,41.0,30,2009
5174,43.0,187,2010
5175,19.0,-465,1993
5176,24.0,-245,1994
5177,23.0,-309,1995
5178,22.0,-432,1996
5179,20.0,-348,1997
5180,20.0,-44,1998
5181,53.0,-327,1999
5182,55.0,-740,2000
5183,50.0,-403,2001
5184,49.0,-394,2002
5185,45.0,-444,2003
5186,50.0,-554,2004
5187,52.0,-653,2005
5188,44.0,-190,2006
5189,49.0,35,2007
5190,38.0,-39,2008
5191,40.0,-33,2009
5192,43.0,-53,2010
5193,35.0,-231,2011
5194,33.0,-277,2012
5195,33.0,-133,2013
5196,33.0,-85,2014
5197,30.0,-255,2015
5198,30.0,-201,2016
5199,29.0,-295,2017
5200,22.0,-46,1993
5201,24.0,22,1994
5202,22.0,-142,1995
5203,22.0,-133,1996
5204,16.0,44,1997
5205,24.0,-64,1998
5206,29.0,-27,1999
5207,22.0,41,2000
5208,19.0,-63,2001
5209,18.0,31,2002
5210,18.0,-146,2003
5211,17.0,-14,2004
5212,13.0,-5,2005
5213,17.0,-64,2006
5214,18.0,-80,2007
5215,14.0,78,2008
5216,13.0,-46,2009
5217,16.0,-36,2010
5218,15.0,44,2011
5219,14.0,-213,2012
5220,11.0,4,2013
5221,15.0,-49,2014
5222,45.0,49,1993
5223,48.0,-14,1994
5224,50.0,21,1995
5225,45.0,-36,1996
5226,42.0,6,1997
5227,51.0,4,1998
5228,54.0,-1,1999
5229,44.0,-76,2000
5230,45.0,85,2001
5231,45.0,-32,2002
5232,45.0,81,2003
5233,44.0,32,2004
5234,46.0,-17,2005
5235,43.0,-197,1993
5236,44.0,151,1994
5237,41.0,315,1995
5238,37.0,293,1996
5239,40.0,186,1997
5240,45.0,211,1998
5241,49.0,20,1999
5242,45.0,98,2000
5243,43.0,113,2001
5244,39.0,116,2002
5245,41.0,-58,2003
5246,40.0,10,2004
5247,43.0,-46,2005
5248,41.0,-70,2006
5249,50.0,-78,2007
5250,44.0,-167,2008
5251,42.0,-168,2009
5252,46.0,159,2010
5253,44.0,10,2011
5254,44.0,130,2012
5255,38.0,-185,2013
5256,40.0,70,2014
5257,41.0,34,2015
5258,43.0,-183,2016
5259,43.0,-53,2017
5260,42.0,73,2018
5261,44.0,-143,2019
5262,43.0,92,1993
5263,44.0,-26,1994
5264,43.0,-16,1995
5265,40.0,80,1996
5266,40.0,-81,1997
5267,44.0,-54,1998
5268,44.0,3,1999
5269,44.0,-80,2000
5270,41.0,-24,2001
5271,40.0,-24,2002
5272,41.0,50,2003
5273,38.0,33,2004
5274,40.0,4,2005
5275,37.0,39,2006
5276,41.0,49,2007
5277,37.0,23,2008
5278,33.0,42,2009
5279,37.0,29,2010
5280,38.0,14,2011
5281,46.0,34,2012
5282,41.0,122,2013
5283,41.0,18,2014
5284,40.0,54,2015
5285,39.0,40,2016
5286,40.0,-44,2017
5287,39.0,37,2018
5288,41.0,-40,2019
5289,62.0,2370,1993
5290,64.0,2370,1994
5291,61.0,2729,1995
5292,60.0,2779,1996
5293,69.0,3059,1997
5294,74.0,3265,1998
5295,76.0,2678,1999
5296,75.0,3698,2000
5297,75.0,2684,2001
5298,68.0,2824,2002
5299,64.0,1802,2003
5300,63.0,2763,2004
5301,67.0,2815,2005
5302,61.0,1993,2006
5303,64.0,-240,2007
5304,58.0,756,2008
5305,44.0,705,2009
5306,51.0,1471,2010
5307,53.0,1175,2011
5308,56.0,1083,2012
5309,53.0,2398,2013
5310,54.0,2503,2014
5311,49.0,1563,2015
5312,48.0,3679,2016
5313,46.0,6009,2017
5314,47.0,4446,2018
5315,49.0,4723,2019
5316,44.0,-246,1993
5317,44.0,-35,1994
5318,45.0,-205,1995
5319,42.0,-354,1996
5320,41.0,-378,1997
5321,47.0,80,1998
5322,48.0,-78,1999
5323,45.0,-243,2000
5324,44.0,-244,2001
5325,42.0,-412,2002
5326,43.0,-259,2003
5327,40.0,-450,2004
5328,47.0,-398,2005
5329,44.0,-576,2006
5330,44.0,-337,2007
5331,41.0,-484,2008
5332,32.0,-171,2009
5333,39.0,-113,2010
5334,36.0,-182,2011
5335,36.0,-234,2012
5336,34.0,-352,2013
5337,35.0,-190,2014
5338,32.0,-312,2015
5339,35.0,-136,2016
5340,35.0,-605,2017
5341,32.0,-27,2018
5342,35.0,-131,2019
5343,42.0,-47,1993
5344,44.0,15,1994
5345,49.0,-3,1995
5346,45.0,11,1996
5347,42.0,-7,1997
5348,44.0,30,1998
5349,46.0,-23,1999
5350,44.0,-27,2000
5351,44.0,-68,2001
5352,41.0,-34,2002
5353,40.0,0,2003
5354,37.0,81,2004
5355,39.0,-23,2005
5356,41.0,-27,2006
5357,44.0,-80,2007
5358,41.0,32,2008
5359,37.0,95,2009
5360,41.0,-47,2010
5361,40.0,7,2011
5362,42.0,6,2012
5363,38.0,1,2013
5364,37.0,-79,2014
5365,37.0,13,2015
5366,38.0,-12,2016
5367,38.0,-75,2017
5368,35.0,6,2018
5369,39.0,-105,2019
5370,18.0,-528,1993
5371,18.0,-206,1994
5372,19.0,-340,1995
5373,17.0,-279,1996
5374,17.0,143,1997
5375,17.0,297,1998
5376,56.0,293,1999
5377,47.0,-46,2000
5378,44.0,231,2001
5379,44.0,63,2002
5380,44.0,-27,2003
5381,41.0,-461,2004
5382,45.0,-320,2005
5383,40.0,-594,2006
5384,49.0,-129,2007
5385,43.0,-428,2008
5386,36.0,-395,2009
5387,44.0,-110,2010
5388,44.0,-146,2011
5389,42.0,6,2012
5390,39.0,1187,2013
5391,39.0,403,2014
5392,38.0,24,2015
5393,41.0,-119,2016
5394,39.0,292,2017
5395,39.0,267,2018
5396,40.0,-100,2019
5397,20.0,-125,1993
5398,23.0,-134,1994
5399,20.0,89,1995
5400,18.0,-48,1996
5401,22.0,80,1997
5402,20.0,99,1998
5403,23.0,16,1999
5404,20.0,-51,2000
5405,19.0,-156,2001
5406,15.0,-28,2002
5407,24.0,-58,1993
5408,43.0,-41,1994
5409,44.0,-34,1995
5410,44.0,-142,1996
5411,41.0,-88,1997
5412,44.0,-89,1998
5413,48.0,-85,1999
5414,43.0,-4,2000
5415,43.0,5,2001
5416,42.0,55,2002
5417,43.0,-80,2003
5418,40.0,-60,2004
5419,44.0,-16,2005
5420,43.0,49,2006
5421,45.0,-24,2007
5422,42.0,-50,2008
5423,38.0,22,2009
5424,44.0,-36,2010
5425,41.0,-39,2011
5426,40.0,-102,2012
5427,36.0,-9,2013
5428,36.0,142,2014
5429,36.0,-14,2015
5430,36.0,-116,2016
5431,37.0,-38,2017
5432,35.0,-75,2018
5433,37.0,-1,2019
5434,38.0,125,2002
5435,34.0,190,2003
5436,33.0,40,2004
5437,38.0,122,2005
5438,29.0,65,2006
5439,32.0,101,2007
5440,31.0,32,2008
5441,26.0,-9,2009
5442,29.0,-8,2010
5443,33.0,35,2011
5444,17.0,-28,2002
5445,32.0,-10,2003
5446,25.0,-11,2004
5447,31.0,-28,2005
5448,26.0,-11,2006
5449,30.0,33,2007
5450,27.0,7,2008
5451,25.0,0,2009
5452,23.0,1,2010
5453,26.0,7,2011
5454,26.0,-106,2012
5455,26.0,16,2013
5456,25.0,0,2014
5457,20.0,0,2015
5458,18.0,23,2016
5459,21.0,-1,2017
5460,23.0,41,2018
5461,20.0,-42,2019
5462,20.0,137,1993
5463,19.0,23,1994
5464,13.0,-42,1995
5465,48.0,21,2001
5466,38.0,146,2002
5467,31.0,-52,1993
5468,44.0,47,1994
5469,48.0,18,1995
5470,43.0,110,1996
5471,41.0,42,1997
5472,44.0,79,1998
5473,47.0,-4,1999
5474,43.0,16,2000
5475,43.0,-63,2001
5476,40.0,-43,2002
5477,39.0,-16,2003
5478,38.0,41,2004
5479,39.0,58,2005
5480,39.0,80,2006
5481,41.0,2,2007
5482,41.0,19,2008
5483,37.0,103,2009
5484,41.0,-49,2010
5485,38.0,39,2011
5486,39.0,82,2012
5487,35.0,115,2013
5488,35.0,13,2014
5489,37.0,34,2015
5490,37.0,60,2016
5491,37.0,15,2017
5492,34.0,74,2018
5493,36.0,-11,2019
5494,43.0,-947,1993
5495,45.0,-834,1994
5496,46.0,-828,1995
5497,44.0,-440,1996
5498,43.0,-472,1997
5499,48.0,-570,1998
5500,90.0,-702,1999
5501,44.0,-709,2000
5502,46.0,-426,2001
5503,44.0,-617,2002
5504,43.0,-652,2003
5505,44.0,-812,2004
5506,49.0,-522,2005
5507,46.0,-762,2006
5508,49.0,-436,2007
5509,44.0,-366,2008
5510,39.0,-114,2009
5511,48.0,-442,2010
5512,46.0,-202,2011
5513,47.0,-682,2012
5514,40.0,-610,2013
5515,42.0,-592,2014
5516,39.0,-249,2015
5517,41.0,-982,2016
5518,40.0,-1131,2017
5519,38.0,-550,2018
5520,42.0,-618,2019
5521,44.0,73,2005
5522,41.0,-71,2006
5523,44.0,13,2007
5524,35.0,17,2008
5525,38.0,201,2009
5526,36.0,54,2010
5527,44.0,-87,1993
5528,50.0,-303,1994
5529,47.0,-336,1995
5530,44.0,-268,1996
5531,41.0,-266,1997
5532,44.0,-481,1998
5533,50.0,-572,1999
5534,37.0,-566,2000
5535,35.0,-385,2001
5536,37.0,-370,2002
5537,37.0,-443,2003
5538,33.0,-543,2004
5539,36.0,46,1993
5540,38.0,1,1994
5541,41.0,11,1995
5542,39.0,94,1996
5543,36.0,3,1997
5544,40.0,-115,1998
5545,40.0,23,1999
5546,45.0,-30,2000
5547,46.0,-134,2001
5548,43.0,41,2002
5549,44.0,39,2003
5550,42.0,-72,2004
5551,47.0,-48,2005
5552,44.0,-77,2006
5553,50.0,68,2007
5554,45.0,69,2008
5555,40.0,-49,2009
5556,46.0,43,2010
5557,45.0,-1,2011
5558,43.0,-148,2012
5559,38.0,-86,2013
5560,39.0,-76,2014
5561,39.0,29,2015
5562,40.0,-16,2016
5563,40.0,-39,2017
5564,38.0,-173,2018
5565,40.0,-100,2019
5566,44.0,-141,1993
5567,42.0,-341,1994
5568,46.0,-338,1995
5569,38.0,-53,1996
5570,40.0,-277,1997
5571,48.0,89,1998
5572,61.0,-181,1999
5573,48.0,-14,2000
5574,44.0,-99,2001
5575,41.0,-180,2002
5576,42.0,-226,2003
5577,41.0,-263,2004
5578,44.0,-70,2005
5579,40.0,-14,2006
5580,45.0,-75,2007
5581,44.0,-98,2008
5582,37.0,-89,2009
5583,43.0,-129,2010
5584,47.0,-231,2011
5585,42.0,-336,2012
5586,40.0,-148,2013
5587,41.0,21,2014
5588,37.0,-43,2015
5589,39.0,61,2016
5590,39.0,-228,2017
5591,38.0,-155,2018
5592,40.0,-164,2019
5593,43.0,31,1993
5594,43.0,6,1994
5595,45.0,56,1995
5596,41.0,127,1996
5597,38.0,112,1997
5598,44.0,249,1998
5599,58.0,232,1999
5600,44.0,335,2000
5601,44.0,334,2001
5602,41.0,96,2002
5603,35.0,127,2003
5604,36.0,123,2004
5605,38.0,368,2005
5606,40.0,3,2006
5607,51.0,87,2007
5608,42.0,-67,2008
5609,38.0,-52,2009
5610,43.0,40,2010
5611,42.0,125,2011
5612,41.0,52,2012
5613,38.0,206,2013
5614,42.0,98,2014
5615,42.0,135,2015
5616,41.0,266,2016
5617,39.0,528,2017
5618,35.0,-84,2018
5619,36.0,147,2019
5620,31.0,-82,1993
5621,28.0,-53,1994
5622,31.0,75,1995
5623,34.0,43,1996
5624,36.0,71,1997
5625,36.0,182,1998
5626,44.0,217,1999
5627,40.0,245,2000
5628,43.0,72,2001
5629,45.0,66,2002
5630,43.0,-61,2003
5631,43.0,16,2004
5632,46.0,159,2005
5633,45.0,-39,2006
5634,50.0,112,2007
5635,44.0,-56,2008
5636,35.0,71,2009
5637,40.0,-32,2010
5638,39.0,-16,2011
5639,46.0,46,2012
5640,37.0,186,2013
5641,39.0,-30,2014
5642,36.0,46,2015
5643,41.0,38,2016
5644,40.0,246,2017
5645,38.0,58,2018
5646,39.0,21,2019
5647,49.0,15,1993
5648,47.0,-149,1994
5649,44.0,205,1995
5650,43.0,248,1996
5651,43.0,284,1997
5652,43.0,104,1998
5653,48.0,137,1999
5654,43.0,173,2000
5655,44.0,116,2001
5656,43.0,199,2002
5657,44.0,30,2003
5658,43.0,324,2004
5659,48.0,144,2005
5660,42.0,-157,2006
5661,52.0,-119,2007
5662,46.0,-144,2008
5663,44.0,-275,2009
5664,52.0,-54,2010
5665,47.0,-144,2011
5666,44.0,-152,2012
5667,42.0,-61,2013
5668,40.0,45,2014
5669,43.0,-10,2015
5670,44.0,43,2016
5671,43.0,184,2017
5672,40.0,-168,2018
5673,43.0,62,2019
5674,44.0,-133,1993
5675,43.0,602,1994
5676,41.0,1380,1995
5677,37.0,875,1996
5678,38.0,1190,1997
5679,39.0,418,1998
5680,48.0,517,1999
5681,45.0,1400,2000
5682,47.0,1700,2001
5683,43.0,2102,2002
5684,43.0,587,2003
5685,41.0,2146,2004
5686,45.0,1486,2005
5687,42.0,864,2006
5688,53.0,1081,2007
5689,47.0,524,2008
5690,44.0,244,2009
5691,48.0,187,2010
5692,46.0,-142,2011
5693,45.0,776,2012
5694,43.0,1869,2013
5695,41.0,1860,2014
5696,39.0,136,2015
5697,39.0,1893,2016
5698,39.0,4471,2017
5699,40.0,1890,2018
5700,42.0,2050,2019
5701,40.0,-55,1993
5702,41.0,-20,1994
5703,43.0,-103,1995
5704,43.0,-76,1996
5705,43.0,-69,1997
5706,46.0,-127,1998
5707,49.0,-153,1999
5708,44.0,-31,2000
5709,44.0,-70,2001
5710,41.0,-55,2002
5711,41.0,-11,2003
5712,42.0,35,2004
5713,45.0,-44,2005
5714,41.0,54,2006
5715,46.0,28,2007
5716,42.0,-113,2008
5717,37.0,-11,2009
5718,42.0,-93,2010
5719,42.0,-46,2011
5720,42.0,-32,2012
5721,38.0,5,2013
5722,38.0,-16,2014
5723,36.0,39,2015
5724,36.0,-73,2016
5725,41.0,-187,2017
5726,38.0,2,2018
5727,41.0,-52,2019
5728,42.0,1576,1993
5729,54.0,637,1994
5730,47.0,1167,1995
5731,44.0,737,1996
5732,48.0,378,1997
5733,58.0,1750,1998
5734,60.0,1336,1999
5735,53.0,978,2000
5736,50.0,622,2001
5737,49.0,1686,2002
5738,49.0,1649,2003
5739,47.0,1165,2004
5740,50.0,1805,2005
5741,48.0,2027,2006
5742,54.0,455,2007
5743,47.0,2192,2008
5744,42.0,545,2009
5745,49.0,2303,2010
5746,47.0,1042,2011
5747,44.0,1001,2012
5748,38.0,1793,2013
5749,40.0,1077,2014
5750,41.0,1140,2015
5751,39.0,1720,2016
5752,40.0,2045,2017
5753,39.0,895,2018
5754,39.0,1214,2019
5755,46.0,-103,1993
5756,46.0,41,1994
5757,41.0,-44,1995
5758,39.0,216,1996
5759,40.0,66,1997
5760,40.0,435,1998
5761,46.0,486,1999
5762,50.0,348,2000
5763,46.0,242,2001
5764,45.0,299,2002
5765,44.0,574,2003
5766,45.0,556,2004
5767,48.0,330,2005
5768,28.0,382,2006
5769,54.0,317,2007
5770,48.0,129,2008
5771,43.0,-133,2009
5772,48.0,-225,2010
5773,51.0,-59,2011
5774,46.0,378,2012
5775,43.0,241,2013
5776,44.0,115,2014
5777,43.0,56,2015
5778,44.0,168,2016
5779,42.0,-58,2017
5780,39.0,-114,2018
5781,40.0,186,2019
5782,36.0,-1125,1993
5783,36.0,-1128,1994
5784,36.0,-816,1995
5785,35.0,-595,1996
5786,35.0,-377,1997
5787,38.0,-743,1998
5788,47.0,-888,1999
5789,44.0,-1032,2000
5790,46.0,-607,2001
5791,42.0,-986,2002
5792,37.0,-945,2003
5793,38.0,-1164,2004
5794,42.0,-1050,2005
5795,40.0,-778,2006
5796,54.0,-677,2007
5797,46.0,-629,2008
5798,42.0,-573,2009
5799,49.0,-398,2010
5800,45.0,-346,2011
5801,43.0,-364,2012
5802,37.0,-1108,2013
5803,38.0,-465,2014
5804,39.0,-294,2015
5805,39.0,-299,2016
5806,39.0,-1312,2017
5807,38.0,-559,2018
5808,41.0,-833,2019
5809,22.0,-72,1993
5810,24.0,3,1994
5811,27.0,-139,1995
5812,64.0,-102,1998
5813,58.0,-157,1999
5814,47.0,177,2000
5815,47.0,62,2001
5816,46.0,-136,2002
5817,45.0,96,2003
5818,39.0,7,2004
5819,46.0,-68,2005
5820,40.0,-1,2006
5821,45.0,54,2007
5822,45.0,-60,2008
5823,38.0,-19,2009
5824,44.0,45,2010
5825,41.0,135,2011
5826,41.0,64,2012
5827,39.0,130,2013
5828,37.0,12,2014
5829,36.0,60,2015
5830,37.0,17,2016
5831,36.0,47,2017
5832,33.0,17,2018
5833,36.0,13,2019
5834,64.0,106,1993
5835,52.0,41,1994
5836,48.0,24,1995
5837,47.0,150,1996
5838,44.0,77,1997
5839,49.0,36,1998
5840,50.0,92,1999
5841,50.0,114,2000
5842,45.0,-48,2001
5843,48.0,20,2002
5844,45.0,125,2003
5845,41.0,-73,2004
5846,45.0,103,2005
5847,43.0,111,2006
5848,46.0,90,2007
5849,45.0,-76,2008
5850,41.0,121,2009
5851,47.0,-110,2010
5852,43.0,-82,2011
5853,44.0,-36,2012
5854,41.0,104,2013
5855,40.0,82,2014
5856,42.0,-35,2015
5857,43.0,-3,2016
5858,45.0,152,2017
5859,43.0,211,2018
5860,3.0,77,2019
5861,29.0,196,1993
5862,29.0,174,1994
5863,30.0,104,1995
5864,22.0,273,1996
5865,20.0,147,1997
5866,21.0,139,1998
5867,25.0,337,1999
5868,24.0,295,2000
5869,24.0,164,2001
5870,21.0,100,2002
5871,21.0,252,2003
5872,19.0,163,2004
5873,44.0,428,1993
5874,44.0,209,1994
5875,48.0,936,1995
5876,44.0,1148,1996
5877,36.0,352,1997
5878,44.0,280,1998
5879,59.0,77,1999
5880,48.0,-86,2000
5881,50.0,75,2001
5882,46.0,-23,2002
5883,46.0,443,2003
5884,44.0,318,2004
5885,49.0,-689,2005
5886,46.0,676,2006
